DC_Identifier_LocalID,DC_Title,DC_Creator,DC_Description,DC_Format,permalink,ID_again,City,lat,lon,DC_Date
427,My name is Joe Williams,"Tester, Lee, b. 1878?",Vulgar| Lee was a tail-sawyer; his father was head-sawyer.,Sound recording,https://digital.library.wisc.edu/1711.dl/RGB35SWD4VTYY85,427,"Rhinelander, WI, USA",45.644155,-89.400934,7/27/1941
428,My old hen's a good old hen,"Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song,Sound recording,https://digital.library.wisc.edu/1711.dl/GKBQIBFPA2VL68M,428,"Antigo, WI, USA",45.142765,-89.156261,8/30/1940
429,My Welsh relation,"Wickham, D. W.","A song in Welsh brogue composed by Tom Jones ""Baptist"" who lived in the Garrison Grove neighborhood near Dodgeville. Although Mr. Jones made this claim there is some doubt in the mind of the singer as to its validity.",Sound recording,https://digital.library.wisc.edu/1711.dl/NLRV6Q2G2EXSH8A,429,"Dodgeville, WI, USA",42.964713,-90.130774,8/19/1940
430,"Na selo| Vesela Serbadija| Posviraj| Ljubime dusa| Malo ja, malo ti","TamburiÄa Quartet| EliaÅ¡, Charles, Jr.: Berdo| EliaÅ¡, Martha: Contrasica| EliaÅ¡, Anne: Bugaria| Filipovich, Mary: Bisernica","Croatian folk songs| A medley of folk songs arranged by Charles EliaÅ¡, Sr.| [2 performances]",Sound recording,https://digital.library.wisc.edu/1711.dl/YF6SIUD7M47XY8S,430,"Madison, WI, USA",43.081309,-89.395609,11/15/1940
431,Na staÅ™ec,"Rott, Frank, Mrs.| Rott, Carl| Rott, Martin",Bohemian,Sound recording,https://digital.library.wisc.edu/1711.dl/UIVLE6PHEE5AT9E,431,"Yuba, WI, USA",43.535455,-90.426785,8/25/1946
432,Names of Indian tribes,"Lobdell, Hamilton, b. 1854?","Indian lore| Mr. Lobdell was born on ""School Section"" near Mukwonago.",Sound recording,https://digital.library.wisc.edu/1711.dl/ORIBWIY4ZZDRV8U,432,"Mukwonago, WI, USA",42.862336,-88.323693,6/24/1941
433,Names of river rafts in rhyme,"Dyer, Harry G., b. 1864?",Mississippi riverman,Sound recording,https://digital.library.wisc.edu/1711.dl/ZTUCOQIKL4CK48X,433,"Madison, WI, USA",43.081309,-89.395609,8/8/1941
435,Navajo night chant #1,"Eagle, Margaret, b. 1906?","Navajo| Margaret Eagle sings, beats the drum with one hand, shakes the rattle with the other.| Margaret Eagle also known as Laughing Eyes.",Sound recording,https://digital.library.wisc.edu/1711.dl/3SRK43A4PVELZ8J,435,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/24/1946
436,Navajo night chant #2,"Eagle, Margaret, b. 1906?",Navajo| Both men and women sing this song.  Margaret Eagle also known as Laughing Eyes.,Sound recording,https://digital.library.wisc.edu/1711.dl/OGPNEAXG62EPM8E,436,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/24/1946
437,Navajo night chant #3,"Eagle, Margaret, b. 1906?",Navajo| Margaret Eagle also known as Laughing Eyes.,Sound recording,https://digital.library.wisc.edu/1711.dl/EUYDN6JTUJQNN83,437,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/24/1946
438,Navajo riding song,"Eagle, Margaret, b. 1906?",Navajo| Sung by the men as they ride the ponies.  Margaret Eagle also known as Laughing Eyes.,Sound recording,https://digital.library.wisc.edu/1711.dl/7P2CPPUYT4CZE82,438,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/24/1946
439,Ne hody nryciu,"Bartosz, Adam, b. 1895?","Ukrainian| Two stanzas of ballad. It has 24 verses - popular with Polish as well as the Ukrainians.| Song starts with admonition to young Gregory: Don't go to parties at night with the girls for they are jealous and are acquainted with with poisonous herbs. Especially the blackeyed one that you see so often is very proficient in preparing herb poison and she is extremely jealous. He paid no attention to the admoniton. Sunday, she gathered herbs. Monday, she washed them. Tuesday, she cooked the[m]; Wed., she gave them to Gregory, Thurs., he died, Friday, was his funeral; her mother came home.| ""Why did you Gregory that poison?"" ""Mother, you don't have to be sorry for Gregory. He was worthless. Besides me he loved another. It is better that he is dead.""",Sound recording,https://digital.library.wisc.edu/1711.dl/QGJPMGWHDOPML8E,439,"Stevens Point, WI, USA",44.51956,-89.573683,8/11/1941
440,Necken,"Ostrom, John G.: Voice|  Lundholm, E. H.: Piano",Swedish folk song,Sound recording,https://digital.library.wisc.edu/1711.dl/AQ357ZQD4J2SS8J,440,"Superior, WI, USA",46.705622,-92.101588,9/1/1940
441,Neerlandbovenal,"Scholten, A. C. G. Gysbers, Mrs.",Dutch folk song| Sung from a Dutch singing book used by Mrs. Scholten in primary school in the Netherlands.,Sound recording,https://digital.library.wisc.edu/1711.dl/ZRAXAA6SIIDJ78R,441,"Oostburg, WI, USA",43.623074,-87.789119,8/22/1940
442,Never grow old,"Faulkner, Grant, b. 1870?",Gospel hymn| Faulkner is a Kentuckian and he says he learned the song from a lumberjack.,Sound recording,https://digital.library.wisc.edu/1711.dl/7OPTJRYYCLF5484,442,"Crandon, WI, USA",45.568712,-88.897293,7/28/1941
443,Newhall House fire,"Fischer, Ella Mittelstaedt, b. 1877?",Wisconsin historical| Mrs. Fischer as a girl of 12 was a witness to the fire. She was in Milwaukee having her confirmation dress made. She still cannot sing the song without being overcome with emotion.,Sound recording,https://digital.library.wisc.edu/1711.dl/QDWHT2A7GSOTC9E,443,"Mayville, WI, USA",43.498983,-88.548322,8/27/1946
444,"Now folks, I'll sing you a funny little song","Jotblod, Abel, b. 1896?",American ballad (hybrid),Sound recording,https://digital.library.wisc.edu/1711.dl/OLPM2VWN7K3LM8Q,444,"Grantsburg, WI, USA",45.777786,-92.685056,8/11/1946
445,Now is the time of autumn,"Diotte, C., Mrs., b. 1875?",Canadian French| Voyageur song,Sound recording,https://digital.library.wisc.edu/1711.dl/ECOI5WGBXYTRM8T,445,"Somerset, WI, USA",45.130029,-92.676858,8/8/1946
446,Nur eine Nacht,"Huber, Hans, b. 1901?",German (Concert zither),Sound recording,https://digital.library.wisc.edu/1711.dl/OFYNRBYYGQPYA8I,446,"Madison, WI, USA",43.081309,-89.395609,9/4/1946
447,O bambino mio divina,"St. Angelo, Thomas",Italian| Christmas Eve hymn| Recording includes other unknown performers],Sound recording,https://digital.library.wisc.edu/1711.dl/WIUGBLNJ5YUOO8V,447,"Cumberland, WI, USA",45.532863,-92.023279,8/9/1946
448,O it's nine years ago I was diggin' in the land,"Brown, Noble B., b. 1885?",Irish| This was one of Mr. Brown's mother's songs.,Sound recording,https://digital.library.wisc.edu/1711.dl/VYI4W74EATP2S8C,448,"Millville, WI, USA",43.01865,-90.93917,11/17/1946
449,O love is such a very funny thing,"Brown, Noble B., b. 1885?","Miscellaneous| Mr. Brown learned this song from his mother, and used to sing it at home. The last verse is extemporaneous.",Sound recording,https://digital.library.wisc.edu/1711.dl/ZYCI5ZN62IBUF9D,449,"Millville, WI, USA",43.01865,-90.93917,11/17/1946
450,O Whiskey Johnny,"Brown, Noble B., b. 1885?","Sea chantey| Mr. Brown made up some of the lines to fill in the lines he couldn't remember. ""This is the way the singer used to do on shipboard.""",Sound recording,https://digital.library.wisc.edu/1711.dl/WJ4ZQITNO2XLK8K,450,"Millville, WI, USA",43.01865,-90.93917,11/17/1946
451,"Oh, will you wear the white, Jennie Jenkins","Bundy, Winifred, b. 1884?","Verses are made up to match the color of the ladies' dresses. Verse added by Winifred Bundy during the draft evasio ""O will you wear the yellow - 'Tis the color of my fellow.""",Sound recording,https://digital.library.wisc.edu/1711.dl/2TP4KOHZURJ2J8C,451,"Madison, WI, USA",43.081309,-89.395609,7/23/1946
452,O Z a Ya nel,Oneida Indians of the Oneida Methodist and Episcopal Churches,"Religious - Oneida| ""O Saviour, hear my prayer.| O Lord, hear while I pray.| Own my soul forever.""| This song is often used at funerals. When the coffin is brought in, and the people gather around to look at the corpse, they sing this song.| This song was sung following the offering at the regular service which we attended Sunday morning. One Indian, Wallace Smith, started the song, and all joined in. There was no accompaniment.",Sound recording,https://digital.library.wisc.edu/1711.dl/46XDPXBFTECU39A,452,"Oneida, WI, USA",44.475504,-88.243735,9/1/1946
453,"O' pretty girls, won't you list' and come","Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song,Sound recording,https://digital.library.wisc.edu/1711.dl/DJEA5ZIXC66DG9D,453,"Antigo, WI, USA",45.142765,-89.156261,8/30/1940
454,O'Connell and his steam,"Leary, Michael, b. 1846?","Some would sing this song in one manner and some in another.| (Daniel O'Connell, the great revolutionary man.)",Sound recording,https://digital.library.wisc.edu/1711.dl/LETXFAJFJS2748Z,454,"Almond, WI, USA",44.261405,-89.408716,7/21/1941
455,Ochi Äerny,"Viagelt, Joe| Viagelt, Joe, Mrs.","Bohemian| Sad black eyes, I'm trying to forget them.",Sound recording,https://digital.library.wisc.edu/1711.dl/GFUGRJRKW5I538L,455,"Yuba, WI, USA",43.535455,-90.426785,8/25/1946
456,Of late I've been driven near crazy,"Coffee, Lester A., b. 1871?","Humorous ballad| Mr. Coffee heard this song once when he was a small boy, at the same circus where he heard ""The donkey."" He has never heard anyone sing it since.",Sound recording,https://digital.library.wisc.edu/1711.dl/P4G76QWBCXL2X8K,456,"Harvard, IL, USA",42.420737,-88.613519,8/20/1946
458,Oh I'm a jolly Irishman,"Brown, Noble B., b. 1885?",Railway song,Sound recording,https://digital.library.wisc.edu/1711.dl/W2UCDXH3EISSU8S,458,"Millville, WI, USA",43.01865,-90.93917,11/17/1946
459,"O Mary dear, go ask your mother","Jacobs, Ollie, b. 1862?",Kentucky,Sound recording,https://digital.library.wisc.edu/1711.dl/OZBTSPFRWH64E8A,459,"Pearson, WI, USA",45.364167,-89.016389,7/26/1941
460,O Mary dear,"Borusky, Pearl Jacobs, b. 1901?",Kentucky| Grandma learned this when a little girl in school. Pearl learned it from her father.| Incomplete| Duplicated of [AFS 4983 A4],Sound recording,https://digital.library.wisc.edu/1711.dl/RYW6SRAKDLJ6E8Y,460,"Pearson, WI, USA",45.364167,-89.016389,7/26/1941
461,"Oh Mother dear, be not severe","Borusky, Pearl Jacobs, b. 1901?",This song was called George Riley by Ollie Jacobs.,Sound recording,https://digital.library.wisc.edu/1711.dl/T2JAZ4L2FGR7U8J,461,"Pearson, WI, USA",45.364167,-89.016389,7/26/1941
462,"Oh yah, ain't dat been fine","Pendleton, Minnie Plimpton, b. 1878?",German dialect,Sound recording,https://digital.library.wisc.edu/1711.dl/YAJTBTQTPKPWY8G,462,"Lancaster, WI, USA",42.846347,-90.707772,8/23/1946
463,"Oh, it's about three years ago, I was digging in the sand","Moody, Lewis Winfield, b. 1865?",Civil War marching song,Sound recording,https://digital.library.wisc.edu/1711.dl/KEMX5HWNWQ4QI9E,463,"Plainfield, WI, USA",44.213709,-89.494963,8/27/1940
464,Oj Gorol ci ja Gorol| W murowanej piwnicy| Czerwony pas,"Bartosz, Adam, b. 1895?","Polish mountaineer songs from the Carpathian Mountains| Mr. Bartosz came from Galacia, Austrian Poland, at the age of 19.| A. ""I am a moutaineer"". A song of yearning sung by the mountaineer who was washed by the rain, rocked by the wind, but all that worries him is his yearning for his girl friend.| B. ""In the brick cellar"" - a song and dance. In the cellar the dancers were dancing. 'Watch their feet,' one of the watchers said, 'I would dance myself if I had straight feet.' One of the dancers tore a lady's skirt so she turned around and tore his pants.| C. The red belt; the weapon behind the belt; a happy thought and free hand - these are the marks of the mountaineer.| Refrain mentions several rivers of Poland, they play for the mountaineers and the mountaineer happily sings and dances to their music. For the mountaineer there is no life but in the mountains - if Fate throws him on the plains or in the valleys, he will die of loneliness.",Sound recording,https://digital.library.wisc.edu/1711.dl/ZM432AGWKXZ7P8M,464,"Stevens Point, WI, USA",44.51956,-89.573683,8/11/1941
465,Oj pastiri| Raduj te se narodi da cu cu jete glas| Narodi nam se kralj nebeski,"TamburiÄa Quartet| EliaÅ¡, Charles, Jr.: Berdo| EliaÅ¡, Martha: Brac| EliaÅ¡, Anne: Bugaria| Filipovich, Mary: Brac",Croatian Christmas songs,Sound recording,https://digital.library.wisc.edu/1711.dl/A7WTC3TTT422G8M,465,"Madison, WI, USA",43.081309,-89.395609,11/15/1940
466,Oklahoma Indian welcome song,"Redhorn, Susie, b. 1866?| White Eagle, Marie, b. 1906?| Shekah, Marie, b. 1911?| White Eagle, Sanborn, b. 1891?",Sanborn White Eagle also known as Walking Blue Sky; Marie White Eagle also known as Storm Walking Woman; Susie Redhorn also known as Bringing Home the Prisoner; Marie Shekah also known as Proud Woman,Sound recording,https://digital.library.wisc.edu/1711.dl/ZM5C6QWRPAVW78L,466,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/31/1946
467,Olafur rad med bjorgum frum,"Bjarnarson, Karl, Mrs.| Gudmundson, Christine","Both of these people were born in Iceland.| This song is about Olafur, a Christian, who came upon the Huldafolk (people who lived under the mountains). A woman came and made love to him, but he spurned her. A second came with a silver vessel, a third wore a beautiful gold belt about her waist. Yet a fourth came to try to win him with words, asking him to come live with them.| But not one of these was a Christian, and Olafur declared he would rather die than give up his Christianity.| A sword was thrust into his side.",Sound recording,https://digital.library.wisc.edu/1711.dl/LQEVX7E2HF5EQ9A,467,"Port Washington, WI, USA",43.395175,-87.867334,8/24/1940
468,Ã–lands tÃ¶ser,"Garfoot, Vaughn, Mrs., b. 1921?",Norwegian schottische (Accordion)| Mrs. Garfoot learned this from her father who came from Norway when he was 16.,Sound recording,https://digital.library.wisc.edu/1711.dl/HHWUC5ZIIBAWU8M,468,"Verona, WI, USA",42.988199,-89.536182,8/3/1946
469,Old Black Joe,"Richmond, Lily, b. 1862?","Negro| These songs are sung by a negress who is the last of the slaves who came to the Lancaster area of Wisconsin. They came from Missouri, near the end of the Civil War, and were pursued by the Confederates.",Sound recording,https://digital.library.wisc.edu/1711.dl/HQLSN2TOYSQUB85,469,"Lancaster, WI, USA",42.846347,-90.707772,8/23/1946
470,Old Dan Tucker,"Willis, Preston, b. 1882?","Early American dance-call| This is a folk-dance song, but Mr. Willis cannot remember the dance. The dancers form a ring and the verse is sung once for each new partner.| ""Old Dan Tucker was a fine old man| He washed his face in a frying pan.| He combed his hair with a wagon wheel| And he died with a toothpick in his heel.""| Cho: ""Out of the way for Old Dan Tucker| He's too late to get his supper.""",Sound recording,https://digital.library.wisc.edu/1711.dl/AJXQMIEBQQYSD8I,470,"Linden, WI, USA",42.918516,-90.274171,8/22/1946
471,Old elm tree,"Bundy, Winifred, b. 1884?","Ballad| This was Miss Bundy's mother's favorite ballad, - her showpiece.",Sound recording,https://digital.library.wisc.edu/1711.dl/3DDBPLAYVMJKO8Q,471,"Madison, WI, USA",43.081309,-89.395609,7/23/1946
472,Old Hazeltine,"Taplin, Bert, b. 1854?","Lumberjack| Mr. Taplin was hired from Hazeltine's camp by Charley Gillen. Taplin was ""likkered up"" one night when he was dared to perform this song for Hazeltine himself.| ""I was in a saloon singin' while I was drunk. Along came Hazeltine - God, how I hated him - and I had to sing this song. They stood by the door, the boys, and they wouldn't let him out. He had to stay and listen. I was drunk that night - Oh God.""| Mr. Taplin composed this song with many others.| Incomplete.",Sound recording,https://digital.library.wisc.edu/1711.dl/KBNQGNYIAYJNH8F,472,"Wautoma, WI, USA",44.070467,-89.28797,7/21/1941
473,Old man came home again as drunk as he could be,"Dietz, Charles, b. 1871?","English| Compare with ""Three nights of experience,"" p. 232-326, Song catcher of the southern mountains, Scarsborough.| ""Dear loving wife, it's curious to see| Whose boots are in the place where mine ought to be.""| ""You old fool, etc.| It's nothing but some pudding bags my grandma gave to me.""| ""I've traveled a hundred miles or more| But spurs on pudding bags I ne'er before did see.""",Sound recording,https://digital.library.wisc.edu/1711.dl/OD4YSQOJHAIRK8F,473,"Monroe, WI, USA",42.597234,-89.645995,9/2/1946
474,Old time dance tune,"Boulanger, Emil, b. 1868?","Belgian| Mr. Boulanger played for dances ever since he was a boy. He plays entirely by ear, and on a violin which he made himself. He was born in Dykesville (a Belgian community) and neither speaks nor understands English.",Sound recording,https://digital.library.wisc.edu/1711.dl/FYUQIUMGZVJNZ8E,474,"Dyckesville, WI, USA",44.637035,-87.767163,8/31/1946
475,Old village clock,"Meer, Gertrude van der",Friesland dialect,Sound recording,https://digital.library.wisc.edu/1711.dl/IJHWXABUMN5Z28V,475,"Kenosha, WI, USA",42.584327,-87.841871,8/28/1946
476,Old Willis is dead and in his grave lay,"Dietz, Charles, b. 1871?",English,Sound recording,https://digital.library.wisc.edu/1711.dl/UMOITA7GL2BZ28G,476,"Monroe, WI, USA",42.597234,-89.645995,9/1/1946
477,Om dagen vid mit arbete,"Ostrom, John G.: Voice| Lundholm, E. H.: Piano","Swedish folk song| These songs can be found in Sveriges skÃ¶naste folkwisor och fosterlandsÃ¥snger, Chicago, 1910, Svenska-American Vorlag.",Sound recording,https://digital.library.wisc.edu/1711.dl/CFJUCHSDEEP3F82,477,"Superior, WI, USA",46.705622,-92.101588,9/1/1940
478,On the decks of the Baltimore,"Sheehy, Patrick, b. 1874?",Mr. Sheehy learned the song when he was at sea on board the Elstimore (English ship).,Sound recording,https://digital.library.wisc.edu/1711.dl/VOJOCW7PNECTF8K,478,"Prairie du Chien, WI, USA",43.042549,-91.141425,8/19/1941
479,On the lake of Ponchartrain,"Perry, Frances",American| This folk tune came from the Georgia mountaineers.,Sound recording,https://digital.library.wisc.edu/1711.dl/3EX42MCNJ6BPW8Z,479,"Black River Falls, WI, USA",44.300723,-90.843263,8/14/1946
480,Once I courted a charming beauty bright,"Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song,Sound recording,https://digital.library.wisc.edu/1711.dl/UWFYZBYQSSJKY9A,480,"Antigo, WI, USA",45.142765,-89.156261,8/30/1940
481,Once I courted a charming beauty bright,"Jacobs, Ollie, b. 1862?",Kentucky,Sound recording,https://digital.library.wisc.edu/1711.dl/WF3J6FSEJHLAM83,481,"Pearson, WI, USA",45.364167,-89.016389,7/26/1941
482,Once I courted a pretty little girl,"Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song,Sound recording,https://digital.library.wisc.edu/1711.dl/5RUPOTK5ZBYET8U,482,"Antigo, WI, USA",45.142765,-89.156261,8/30/1940
483,One more river,"Richmond, Lily, b. 1862?",Negro spiritual,Sound recording,https://digital.library.wisc.edu/1711.dl/KQ3FXSSECBKZ28F,483,"Lancaster, WI, USA",42.846347,-90.707772,8/23/1946
484,"One morning, one morning, one morning in spring","Jacobs, Ollie, b. 1862?","Kentucky| ""Mother used to think it was 'kallomaking',| or some kind of bush or tree.| Later she found out by looking through| Sharp, it was 'cow a-milking.'""| She still sings it ""kallomaking.""",Sound recording,https://digital.library.wisc.edu/1711.dl/DWPFQOWRE3PIS9D,484,"Pearson, WI, USA",45.364167,-89.016389,7/26/1941
485,Two rounds,"Levers, Eryl, b. 1922?","[Continues with ""The magpie and the lark""]",Sound recording,https://digital.library.wisc.edu/1711.dl/2R5R7ER243PS58D,485,"Madison, WI, USA",43.081309,-89.395609,7/26/1946
486,Onse Gescht fu Chicago,"Becker, Jacob C., b. 1872?","Luxemburger| The words to this song were written by Nicholas Becker for a Luxemburger assembly at Port Washington. They came from Milwaukee and Chicago July 15, 1900. The tune is ""Ons Heemecht,"" the Luxemburg national anthem, by Michel Lentz.",Sound recording,https://digital.library.wisc.edu/1711.dl/M6UP2OGH26LDN9A,486,"Belgium, WI, USA",43.500499,-87.845446,8/30/1946
487,Orphan,"Boorsma, Joe, Mrs. b. 1890?",Dutch,Sound recording,https://digital.library.wisc.edu/1711.dl/272QUW3WHDC4N8E,487,"Brandon, WI, USA",43.736175,-88.781793,8/27/1946
488,Ossians' serenade,"Bundy, Winifred, b. 1884?","Old English or Irish| This recorder learned the song from her English mother, but because of its title believes it to be of Irish origin.| Ossian was legendary Gaelic bard and hero of the third century. His poetry was called Fenian poetry and Fenian is the name of the old inhabitants of Ireland. In Gaelic legend, the name signified one of a band of heroes forming a kind of soldiery or chivalric order. Its leader was Finn and among its more famous members were his two sons, Fergus the bard, and Ossian, who lived with a fairy 300 years and then returned to Ireland to find all his companions perished and to change from a youth to a decrepit old man when he sat foot upon his native soil. The Ossianic songs pertain to a cycle of tales and poems dealing with him and his father.| In 1762-63 James McPhearson published both rhythmic prose and poetry purporting to be a translation of the poems of Ossian and it is conceivable that this might have been taken from one of them.",Sound recording,https://digital.library.wisc.edu/1711.dl/ZBKSVW4HRWS6Z8Y,488,"Madison, WI, USA",43.081309,-89.395609,8/9/1941
489,Dance calls,"Persons, John, b. 1859?",Old time dance music,Sound recording,https://digital.library.wisc.edu/1711.dl/SKNVXSQC4UXAU9C,489,"Madison, WI, USA",43.081309,-89.395609,8/3/1946
490,Paal pae haugen,"Psalmodikon Quartet| Thompson, Elsie, b. 1866?: Soprano| Larson, Bertha, b. 1906?: Alto| Flugstad, Herbert, Mrs., b. 1901?: Tenor| Erickson, Nora, b. 1891?: Bass",Norwegian folk instrument,Sound recording,https://digital.library.wisc.edu/1711.dl/CHM5HBEL77Y4Z82,490,"Madison, WI, USA",43.081309,-89.395609,5/16/1941
491,Paddy Doyle and Biddy O'Toole,"Bowlen, Charley, b. 1873?","Irish folk song| Included in Songs and ballads from Nova Scotia, (Creighton) and titled ""Doran's ass.""| [Bowlen was a lumberjack.]",Sound recording,https://digital.library.wisc.edu/1711.dl/AMXLPCYF62RD68V,491,"Black River Falls, WI, USA",44.300723,-90.843263,9/5/1940
492,"Paddy Miles, the fisherman","Christian, John",Vulgar song,Sound recording,https://digital.library.wisc.edu/1711.dl/6EPFZWBCUC7CV8A,492,"Coloma, WI, USA",44.032518,-89.52108,8/27/1940
493,Pat Malone forgot that he was dead,"Walker, Robert, b. 1883?",Irish brogue| Song which he sang in the lumber camps.,Sound recording,https://digital.library.wisc.edu/1711.dl/4KPUCFWTCK3SM8L,493,"Crandon, WI, USA",45.568712,-88.897293,8/14/1941
494,Patterns of drum beats,"Yellow Thunder, Chief, b. 1872?",Winnebago,Sound recording,https://digital.library.wisc.edu/1711.dl/NVXBQUCREHWM48C,494,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/31/1946
495,Paul paa Haugje,"Lothe, Brithe, b. 1871?",Norwegian,Sound recording,https://digital.library.wisc.edu/1711.dl/24PR55UT56GH58H,495,"Milltown, WI, USA",45.526651,-92.499354,8/10/1946
496,Pauvre matelot,"Maes, Desire, b. 1873?","Belgian folk song| A sailor is called away on a long journey to Lost Rocks, leaving his old mother behind him. He prays that she will be spared until his return. But to his sorrow he finds, two years later, that she has passsed away.",Sound recording,https://digital.library.wisc.edu/1711.dl/2KLNKQZHRU7RL9A,496,"Green Bay, WI, USA",44.517447,-87.954553,8/3/1941
497,Pauvre soldat,"Maes, Desire, b. 1873?","Belgian folk ballad (comic)| A young man was drafted into the army leaving a sweetheart behind him. Upon returning, two years later, he learns (to his comic disintegration) that she is a mother.| All of the songs sung by Maes were learned from his father. His father learned the greater part (especially the Belgian songs) from a blind man who sang them in the public parks of the suburbs of Paris, France. Some of the French songs were gathered from Concert Hall productions (very much like our American ""amateur hours"") in which the natives (around Paris) would appear on the stage and sing without music or accompanimant.| Mr. Maes was a resident of Paris until age 19.",Sound recording,https://digital.library.wisc.edu/1711.dl/NW4GZHCKZ5B6X8U,497,"Green Bay, WI, USA",44.517447,-87.954553,8/3/1941
499,Peraidd ganodd,Cymanfa Ganu Congregation,Welsh hymn| Tune: Cwm Rhomdda (John Hughes). Hymn found in CÃ¢n a mawl #45.,Sound recording,https://digital.library.wisc.edu/1711.dl/2EUNJ37ACPEVQ8V,499,"Pickett, WI, USA",43.911389,-88.729722,8/25/1940
500,Petit navire,"Phaneuf, Rosa Marrisette, b. 1881?","Canadian French| Mrs. Phaneuf's father was born in Canada, in the Deschambeau Parish in Quebec. Her mother was born in Somerset.| She learned this song from an uncle, Joe Durande, married to her mother's sister.| The people were on a boat. There were no provisions. They drew straws to see which one would be eaten. The captain cut the straws and drew the shortest one, so he was to be eaten. The song ends, ""If this song amuses you, you can start it over again.""",Sound recording,https://digital.library.wisc.edu/1711.dl/WW2YXG5YGG5UE87,500,"Somerset, WI, USA",45.130029,-92.676858,8/8/1946
501,Peyote society songs,"Bear Skin, John, b. 1886?: Voice| Hawkins, Lawrence, b. 1914?: Drum","Winnebago| On this record, Larry Hawkins plays the drum. There are four songs sung without interruption. They are used for prayer to cure a patient.",Sound recording,https://digital.library.wisc.edu/1711.dl/6UCVJXLV7H77F8N,501,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/25/1946
502,Peyote songs,"Hawkins, Lawrence, b. 1914?: Voice| Hawkins, Lawrence, b. 1914?: Rattle| Bear Skin, Reuben, b. 1921?: Drum","Native American Church| These are old melodies, with words in the Sioux language - perhaps 100 years. They are songs of the Native American Church, which believes in Christ and God. There are four songs in succession:| 1. Jesus is the only way| 2. God, have pity on me, I am a sinner, I'll repent my sin.| 3. Comanche doctoring song| 4. Sioux Indian quilling song when the song is over - ""Jesus made a road for you. You will be saved.""",Sound recording,https://digital.library.wisc.edu/1711.dl/B52XCT3DIDJ2U8H,502,"Wisconsin Dells, WI, USA",43.628055,-89.771693,7/25/1946
503,Pickled Jew,"Walker, Robert, b. 1883?",Lumberjack| Learned it from an Irishman in the camps. Mr. Walker says it must have been an Irishman who thought it up.,Sound recording,https://digital.library.wisc.edu/1711.dl/VDTDHMVLMQ2DW8T,503,"Crandon, WI, USA",45.568712,-88.897293,8/14/1941
504,Piesn wieczorna,"Pokora, Stasia","Polish| This song uses a melody by Poland's famous composer, StanisÅ‚aus Moniuszko. It tells of the crops in the fields ripening, and the mother preparing the evening meal. The young folks come home from the fields, and when the mother asks why more has not been harvested, they give the usual excuses that young people would give, such as; the day was too beautiful, the hands were too tired, etc.",Sound recording,https://digital.library.wisc.edu/1711.dl/QCLSRNBMIIJ7P8Z,504,"Milwaukee, WI, USA",43.063146,-87.948334,8/29/1946
505,Pig schottische,"Rindlisbacher, Otto, b. 1901?",Lumberjack| Lumberjack dance music| An example of lumberjack humor.,Sound recording,https://digital.library.wisc.edu/1711.dl/BACAFO276GHB68X,505,"Rice Lake, WI, USA",45.503769,-91.740829,8/15/1941
506,Pinery boy,"Rindlisbacher, Otto, Mrs., b. 1901?","Lumberjack song| Played on the so-called Viking cello, an adaptation of the lumberjack pitchfork cello.| See Rickaby Ballads and songs of the shanty boy, p. 85.",Sound recording,https://digital.library.wisc.edu/1711.dl/2GAQHEXO66QNG8I,506,"Rice Lake, WI, USA",45.503769,-91.740829,8/15/1941
507,Plaukia Nemunelis,"Aldakauskas, Mary| Hidde, Walter, Mrs.",Lithuanian,Sound recording,https://digital.library.wisc.edu/1711.dl/6KXPAPOL5GJEU9E,507,"Sheboygan, WI, USA",43.756279,-87.723689,8/30/1946
509,Play party games,"Dietz, Charles, b. 1871?","English| Extra verses [to King William was King James' son]:| Now on the carpet you must kneel| As sure as the grass grows in the field.| Salute your bride and kiss her sweet,| And then arise upon your feet.| Now you're married, you must be good,| So split your wife some kindling wood.| Split it fine and carry it in;| Then she'll let you kiss her again.",Sound recording,https://digital.library.wisc.edu/1711.dl/NFRYK65YONEUX8G,509,"Monroe, WI, USA",42.597234,-89.645995,9/2/1946
511,Please Mr. Bartender,"Silsbe, Gene, b. 1880?",Temperence song,Sound recording,https://digital.library.wisc.edu/1711.dl/QDKSZSTH2LVEA8W,511,"Hancock, WI, USA",44.13365,-89.521554,7/22/1941
