DC_Identifier_LocalID,DC_Title,DC_Title_Other,DC_Creator,DC_Contributor,DC_Subject,DC_Description,DC_Publisher,DC_Date,DC_Type,DC_Format,DC_Identifier,DC_Identifier_LocalID,DC_Source,DC_Language,DC_Relation,DC_Relation_OtherFormat,DC_Relation_IsPartOf,DC_Relation_HasPart,DC_Coverage,Note,permalink,ID_again,City,lat,lon,status
445,Now is the time of autumn,,"Diotte, C., Mrs., b. 1875?",,French-Canadian| Voice| Travel,Canadian French| Voyageur song,,8/8/1946,Sound,Sound recording,,,fre,,,,,Spatial: Somerset (Wis.),,,https://digital.library.wisc.edu/1711.dl/ECOI5WGBXYTRM8T,445,"Somerset, WI, USA",45.130029,-92.676858,success
446,Nur eine Nacht,Only one night,"Huber, Hans, b. 1901?",,German| Zither,German (Concert zither),,9/4/1946,Sound,Sound recording,,,,,,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/OFYNRBYYGQPYA8I,446,"Madison, WI, USA",43.081309,-89.395609,success
447,O bambino mio divina,O babe divine,"St. Angelo, Thomas",,Italian| Voices| Christmas,Italian| Christmas Eve hymn| Recording includes other unknown performers],,8/9/1946,Sound,Sound recording,,,ita,,,,,Spatial: Cumberland (Wis.),,,https://digital.library.wisc.edu/1711.dl/WIUGBLNJ5YUOO8V,447,"Cumberland, WI, USA",45.532863,-92.023279,success
448,O it's nine years ago I was diggin' in the land,,"Brown, Noble B., b. 1885?",,Irish| Voice,Irish| This was one of Mr. Brown's mother's songs.,,11/17/1946,Sound| Text,Sound recording,,,eng,,,,,Spatial: Millville (Wis.),,,https://digital.library.wisc.edu/1711.dl/VYI4W74EATP2S8C,448,"Millville, WI, USA",43.01865,-90.93917,success
449,O love is such a very funny thing,,"Brown, Noble B., b. 1885?",,Voice,"Miscellaneous| Mr. Brown learned this song from his mother, and used to sing it at home. The last verse is extemporaneous.",,11/17/1946,Sound| Text,Sound recording,,,eng,,,,,Spatial: Millville (Wis.),,,https://digital.library.wisc.edu/1711.dl/ZYCI5ZN62IBUF9D,449,"Millville, WI, USA",43.01865,-90.93917,success
450,O Whiskey Johnny,,"Brown, Noble B., b. 1885?",,Voice| Sea songs,"Sea chantey| Mr. Brown made up some of the lines to fill in the lines he couldn't remember. ""This is the way the singer used to do on shipboard.""",,11/17/1946,Sound,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 304",,,,Spatial: Millville (Wis.),,,https://digital.library.wisc.edu/1711.dl/WJ4ZQITNO2XLK8K,450,"Millville, WI, USA",43.01865,-90.93917,success
451,"Oh, will you wear the white, Jennie Jenkins",,"Bundy, Winifred, b. 1884?",,English| Voice,"Verses are made up to match the color of the ladies' dresses. Verse added by Winifred Bundy during the draft evasion: ""O will you wear the yellow - 'Tis the color of my fellow.""",,7/23/1946,Sound| Text,Sound recording,,,eng,,,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/2TP4KOHZURJ2J8C,451,"Madison, WI, USA",43.081309,-89.395609,success
452,O Z a Ya nel,,Oneida Indians of the Oneida Methodist and Episcopal Churches,,Oneida| Voice| Religious,"Religious - Oneida| ""O Saviour, hear my prayer.| O Lord, hear while I pray.| Own my soul forever.""| This song is often used at funerals. When the coffin is brought in, and the people gather around to look at the corpse, they sing this song.| This song was sung following the offering at the regular service which we attended Sunday morning. One Indian, Wallace Smith, started the song, and all joined in. There was no accompaniment.",,9/1/1946,Sound,Sound recording,,,iro,,,,,Spatial: Oneida (Wis.),,,https://digital.library.wisc.edu/1711.dl/46XDPXBFTECU39A,452,"Oneida, WI, USA",44.475504,-88.243735,success
453,"O' pretty girls, won't you list' and come",,"Borusky, Pearl Jacobs, b. 1901?",,Voice| Kentucky,Kaintuck folk song,,8/30/1940,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 302| Treat, Asher E. ""Kentucky Folksong in Northern Wisconsin."" The Journal of American Folklore 52, no. 203 (1939): no. 52",,,,Spatial: Antigo (Wis.),,,https://digital.library.wisc.edu/1711.dl/DJEA5ZIXC66DG9D,453,"Antigo, WI, USA",45.142765,-89.156261,success
454,O'Connell and his steam,,"Leary, Michael, b. 1846?",,Irish| Voice,"Some would sing this song in one manner and some in another.| (Daniel O'Connell, the great revolutionary man.)",,7/21/1941,Sound,Sound recording,,,eng,,,,,Spatial: Almond (Wis.),,,https://digital.library.wisc.edu/1711.dl/LETXFAJFJS2748Z,454,"Almond, WI, USA",44.261405,-89.408716,success
455,Ochi Äerny,Black eyes,"Viagelt, Joe| Viagelt, Joe, Mrs.",,Bohemian| Voice,"Bohemian| Sad black eyes, I'm trying to forget them.",,8/25/1946,Sound,Sound recording,,,cze,,,,,Spatial: Yuba (Wis.),,,https://digital.library.wisc.edu/1711.dl/GFUGRJRKW5I538L,455,"Yuba, WI, USA",43.535455,-90.426785,success
456,Of late I've been driven near crazy,,"Coffee, Lester A., b. 1871?",,Voice| Humorous songs,"Humorous ballad| Mr. Coffee heard this song once when he was a small boy, at the same circus where he heard ""The donkey."" He has never heard anyone sing it since.",,8/20/1946,Sound,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 176",,,,Spatial: Harvard (Ill.),,,https://digital.library.wisc.edu/1711.dl/P4G76QWBCXL2X8K,456,"Harvard, IL, USA",42.420737,-88.613519,success
458,Oh I'm a jolly Irishman,Winding on the train,"Brown, Noble B., b. 1885?",,Irish| Voice| Railroad song,Railway song,,11/17/1946,Sound| Text,Sound recording,,,eng,,,,,Spatial: Millville (Wis.),,,https://digital.library.wisc.edu/1711.dl/W2UCDXH3EISSU8S,458,"Millville, WI, USA",43.01865,-90.93917,success
459,"O Mary dear, go ask your mother",,"Jacobs, Ollie, b. 1862?",,Voice| Kentucky,Kentucky,,7/26/1941,Sound,Sound recording,,,eng,"Treat, Asher E. ""Kentucky Folksong in Northern Wisconsin."" The Journal of American Folklore 52, no. 203 (1939): no. 29",,,,Spatial: Pearson (Wis.),,,https://digital.library.wisc.edu/1711.dl/OZBTSPFRWH64E8A,459,"Pearson, WI, USA",45.364167,-89.016389,success
460,O Mary dear,,"Borusky, Pearl Jacobs, b. 1901?",,Voice| Kentucky,Kentucky| Grandma learned this when a little girl in school. Pearl learned it from her father.| Incomplete| Duplicated of [AFS 4983 A4],,7/26/1941,Sound,Sound recording,,,eng,"Treat, Asher E. ""Kentucky Folksong in Northern Wisconsin."" The Journal of American Folklore 52, no. 203 (1939): no. 29",,,,Spatial: Pearson (Wis.),,,https://digital.library.wisc.edu/1711.dl/RYW6SRAKDLJ6E8Y,460,"Pearson, WI, USA",45.364167,-89.016389,success
461,"Oh Mother dear, be not severe",George Riley,"Borusky, Pearl Jacobs, b. 1901?",,Voice,This song was called George Riley by Ollie Jacobs.,,7/26/1941,Sound,Sound recording,,,eng,"Treat, Asher E. ""Kentucky Folksong in Northern Wisconsin."" The Journal of American Folklore 52, no. 203 (1939): no. 30",,,,Spatial: Pearson (Wis.),,,https://digital.library.wisc.edu/1711.dl/T2JAZ4L2FGR7U8J,461,"Pearson, WI, USA",45.364167,-89.016389,success
462,"Oh yah, ain't dat been fine",,"Pendleton, Minnie Plimpton, b. 1878?",,Voice,German dialect,,8/23/1946,Sound,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 148",,,,Spatial: Lancaster (Wis.),,,https://digital.library.wisc.edu/1711.dl/YAJTBTQTPKPWY8G,462,"Lancaster, WI, USA",42.846347,-90.707772,success
463,"Oh, it's about three years ago, I was digging in the sand",,"Moody, Lewis Winfield, b. 1865?",,Voice| United States--History--Civil War--1861-1865,Civil War marching song,,8/27/1940,Sound,Sound recording,,,eng,,,,,Spatial: Plainfield (Wis.),,,https://digital.library.wisc.edu/1711.dl/KEMX5HWNWQ4QI9E,463,"Plainfield, WI, USA",44.213709,-89.494963,success
464,Oj Gorol ci ja Gorol| W murowanej piwnicy| Czerwony pas,I'm a mountaineer| In the brick cellar| Red belt,"Bartosz, Adam, b. 1895?",,Polish| Voice| Carpathian Mountains,"Polish mountaineer songs from the Carpathian Mountains| Mr. Bartosz came from Galacia, Austrian Poland, at the age of 19.| A. ""I am a moutaineer"". A song of yearning sung by the mountaineer who was washed by the rain, rocked by the wind, but all that worries him is his yearning for his girl friend.| B. ""In the brick cellar"" - a song and dance. In the cellar the dancers were dancing. 'Watch their feet,' one of the watchers said, 'I would dance myself if I had straight feet.' One of the dancers tore a lady's skirt so she turned around and tore his pants.| C. The red belt; the weapon behind the belt; a happy thought and free hand - these are the marks of the mountaineer.| Refrain mentions several rivers of Poland, they play for the mountaineers and the mountaineer happily sings and dances to their music. For the mountaineer there is no life but in the mountains - if Fate throws him on the plains or in the valleys, he will die of loneliness.",,8/11/1941,Sound,Sound recording,,,pol,,,,,Spatial: Stevens Point (Wis.),,,https://digital.library.wisc.edu/1711.dl/ZM432AGWKXZ7P8M,464,"Stevens Point, WI, USA",44.51956,-89.573683,success
465,Oj pastiri| Raduj te se narodi da cu cu jete glas| Narodi nam se kralj nebeski,"Oh shepherds| Behold, oh people the heavenly voice| Born to us is a heavenly king","TamburiÄa Quartet| EliaÅ¡, Charles, Jr.: Berdo| EliaÅ¡, Martha: Brac| EliaÅ¡, Anne: Bugaria| Filipovich, Mary: Brac",,Voices| Tamburica quartet| Christmas,Croatian Christmas songs,,11/15/1940,Sound,Sound recording,,,hrv,,,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/A7WTC3TTT422G8M,465,"Madison, WI, USA",43.081309,-89.395609,success
466,Oklahoma Indian welcome song,,"Redhorn, Susie, b. 1866?| White Eagle, Marie, b. 1906?| Shekah, Marie, b. 1911?| White Eagle, Sanborn, b. 1891?",,Indians of North America| Voices and drum,Sanborn White Eagle also known as Walking Blue Sky; Marie White Eagle also known as Storm Walking Woman; Susie Redhorn also known as Bringing Home the Prisoner; Marie Shekah also known as Proud Woman,,7/31/1946,Sound,Sound recording,,,,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/ZM5C6QWRPAVW78L,466,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
467,Olafur rad med bjorgum frum,,"Bjarnarson, Karl, Mrs.| Gudmundson, Christine",,Icelandic| Vocal duet,"Both of these people were born in Iceland.| This song is about Olafur, a Christian, who came upon the Huldafolk (people who lived under the mountains). A woman came and made love to him, but he spurned her. A second came with a silver vessel, a third wore a beautiful gold belt about her waist. Yet a fourth came to try to win him with words, asking him to come live with them.| But not one of these was a Christian, and Olafur declared he would rather die than give up his Christianity.| A sword was thrust into his side.",,8/24/1940,Sound,Sound recording,,,ice,,,,,Spatial: Washington Island (Wis.),,,https://digital.library.wisc.edu/1711.dl/LQEVX7E2HF5EQ9A,467,"Port Washington, WI, USA",43.395175,-87.867334,success
468,Ã–lands tÃ¶ser,Girls from Ã–land,"Garfoot, Vaughn, Mrs., b. 1921?",,Norwegian| Accordion| Dances,Norwegian schottische (Accordion)| Mrs. Garfoot learned this from her father who came from Norway when he was 16.,,8/3/1946,Sound,Sound recording,,,,,,,,Spatial: Verona (Wis.),,,https://digital.library.wisc.edu/1711.dl/HHWUC5ZIIBAWU8M,468,"Verona, WI, USA",42.988199,-89.536182,success
469,Old Black Joe,,"Richmond, Lily, b. 1862?",,Voice,"Negro| These songs are sung by a negress who is the last of the slaves who came to the Lancaster area of Wisconsin. They came from Missouri, near the end of the Civil War, and were pursued by the Confederates.",,8/23/1946,Sound| Text,Sound recording,,,eng,,,,,Spatial: Lancaster (Wis.),,,https://digital.library.wisc.edu/1711.dl/HQLSN2TOYSQUB85,469,"Lancaster, WI, USA",42.846347,-90.707772,success
470,Old Dan Tucker,,"Willis, Preston, b. 1882?",,Voice| Dances,"Early American dance-call| This is a folk-dance song, but Mr. Willis cannot remember the dance. The dancers form a ring and the verse is sung once for each new partner.| ""Old Dan Tucker was a fine old man| He washed his face in a frying pan.| He combed his hair with a wagon wheel| And he died with a toothpick in his heel.""| Cho: ""Out of the way for Old Dan Tucker| He's too late to get his supper.""",,8/22/1946,Sound| Text,Sound recording,,,eng,,,,,Spatial: Linden (Wis.),,,https://digital.library.wisc.edu/1711.dl/AJXQMIEBQQYSD8I,470,"Linden, WI, USA",42.918516,-90.274171,success
471,Old elm tree,,"Bundy, Winifred, b. 1884?",,Voice| Ballads,"Ballad| This was Miss Bundy's mother's favorite ballad, - her showpiece.",,7/23/1946,Sound| Text,Sound recording,,,eng,,,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/3DDBPLAYVMJKO8Q,471,"Madison, WI, USA",43.081309,-89.395609,success
472,Old Hazeltine,,"Taplin, Bert, b. 1854?",,Voice| Loggers,"Lumberjack| Mr. Taplin was hired from Hazeltine's camp by Charley Gillen. Taplin was ""likkered up"" one night when he was dared to perform this song for Hazeltine himself.| ""I was in a saloon singin' while I was drunk. Along came Hazeltine - God, how I hated him - and I had to sing this song. They stood by the door, the boys, and they wouldn't let him out. He had to stay and listen. I was drunk that night - Oh God.""| Mr. Taplin composed this song with many others.| Incomplete.",,7/21/1941,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 91",,,,Spatial: Wautoma (Wis.),,,https://digital.library.wisc.edu/1711.dl/KBNQGNYIAYJNH8F,472,"Wautoma, WI, USA",44.070467,-89.28797,success
473,Old man came home again as drunk as he could be,,"Dietz, Charles, b. 1871?",,English| Voice,"English| Compare with ""Three nights of experience,"" p. 232-326, Song catcher of the southern mountains, Scarsborough.| ""Dear loving wife, it's curious to see| Whose boots are in the place where mine ought to be.""| ""You old fool, etc.| It's nothing but some pudding bags my grandma gave to me.""| ""I've traveled a hundred miles or more| But spurs on pudding bags I ne'er before did see.""",,9/2/1946,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 168",,,,Spatial: Monroe (Wis.),,,https://digital.library.wisc.edu/1711.dl/OD4YSQOJHAIRK8F,473,"Monroe, WI, USA",42.597234,-89.645995,success
474,Old time dance tune,,"Boulanger, Emil, b. 1868?",,Belgian| Violin| Dances,"Belgian| Mr. Boulanger played for dances ever since he was a boy. He plays entirely by ear, and on a violin which he made himself. He was born in Dykesville (a Belgian community) and neither speaks nor understands English.",,8/31/1946,Sound,Sound recording,,,,,,,,Spatial: Dykesville (Wis.),,,https://digital.library.wisc.edu/1711.dl/FYUQIUMGZVJNZ8E,474,"Dyckesville, WI, USA",44.637035,-87.767163,success
475,Old village clock,,"Meer, Gertrude van der",,Frisian| Voice,Friesland dialect,,8/28/1946,Sound,Sound recording,,,fry,,,,,Spatial: Kenosha (Wis.),,,https://digital.library.wisc.edu/1711.dl/IJHWXABUMN5Z28V,475,"Kenosha, WI, USA",42.584327,-87.841871,success
476,Old Willis is dead and in his grave lay,,"Dietz, Charles, b. 1871?",,English| Voice,English,,9/1/1946,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 292",,,,Spatial: Monroe (Wis.),,,https://digital.library.wisc.edu/1711.dl/UMOITA7GL2BZ28G,476,"Monroe, WI, USA",42.597234,-89.645995,success
477,Om dagen vid mit arbete,Om dagen vid mitt arbete,"Ostrom, John G.: Voice| Lundholm, E. H.: Piano",,Swedish| Voice and piano,"Swedish folk song| These songs can be found in Sveriges skÃ¶naste folkwisor och fosterlandsÃ¥snger, Chicago, 1910, Svenska-American Vorlag.",,9/1/1940,Sound,Sound recording,,,swe,,,,,Spatial: Superior (Wis.),,,https://digital.library.wisc.edu/1711.dl/CFJUCHSDEEP3F82,477,"Superior, WI, USA",46.705622,-92.101588,success
478,On the decks of the Baltimore,,"Sheehy, Patrick, b. 1874?",,Irish| Voice and spoken| Baltimore (Ship),Mr. Sheehy learned the song when he was at sea on board the Elstimore (English ship).,,8/19/1941,Sound,Sound recording,,,,,,,,Spatial: Prairie du Chien (Wis.),,,https://digital.library.wisc.edu/1711.dl/VOJOCW7PNECTF8K,478,"Prairie du Chien, WI, USA",43.042549,-91.141425,success
479,On the lake of Ponchartrain,The Creole girl,"Perry, Frances",,Voice| Ballads,American| This folk tune came from the Georgia mountaineers.,,8/14/1946,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 134",,,,Spatial: Black River Falls (Wis.),,,https://digital.library.wisc.edu/1711.dl/3EX42MCNJ6BPW8Z,479,"Black River Falls, WI, USA",44.300723,-90.843263,success
480,Once I courted a charming beauty bright,,"Borusky, Pearl Jacobs, b. 1901?",,Voice| Kentucky,Kaintuck folk song,,8/30/1940,Sound,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 208| Treat, Asher E. ""Kentucky Folksong in Northern Wisconsin."" The Journal of American Folklore 52, no. 203 (1939): no. 32",,,,Spatial: Antigo (Wis.),,,https://digital.library.wisc.edu/1711.dl/UWFYZBYQSSJKY9A,480,"Antigo, WI, USA",45.142765,-89.156261,success
481,Once I courted a charming beauty bright,,"Jacobs, Ollie, b. 1862?",,Voice| Kentucky,Kentucky,,7/26/1941,Sound,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 208| Treat, Asher E. ""Kentucky Folksong in Northern Wisconsin."" The Journal of American Folklore 52, no. 203 (1939): no. 32",,,,Spatial: Pearson (Wis.),,,https://digital.library.wisc.edu/1711.dl/WF3J6FSEJHLAM83,481,"Pearson, WI, USA",45.364167,-89.016389,success
482,Once I courted a pretty little girl,,"Borusky, Pearl Jacobs, b. 1901?",,Voice| Kentucky,Kaintuck folk song,,8/30/1940,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 131| Treat, Asher E. ""Kentucky Folksong in Northern Wisconsin."" The Journal of American Folklore 52, no. 203 (1939): no. 33",,,,Spatial: Antigo (Wis.),,,https://digital.library.wisc.edu/1711.dl/5RUPOTK5ZBYET8U,482,"Antigo, WI, USA",45.142765,-89.156261,success
483,One more river,,"Richmond, Lily, b. 1862?",,Voice| Spirituals,Negro spiritual,,8/23/1946,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 60",,,,Spatial: Lancaster (Wis.),,,https://digital.library.wisc.edu/1711.dl/KQ3FXSSECBKZ28F,483,"Lancaster, WI, USA",42.846347,-90.707772,success
484,"One morning, one morning, one morning in spring",,"Jacobs, Ollie, b. 1862?",,Voice| Kentucky,"Kentucky| ""Mother used to think it was 'kallomaking',| or some kind of bush or tree.| Later she found out by looking through| Sharp, it was 'cow a-milking.'""| She still sings it ""kallomaking.""",,7/26/1941,Sound,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 150| Treat, Asher E. ""Kentucky Folksong in Northern Wisconsin."" The Journal of American Folklore 52, no. 203 (1939): no. 34",,,,Spatial: Pearson (Wis.),,,https://digital.library.wisc.edu/1711.dl/DWPFQOWRE3PIS9D,484,"Pearson, WI, USA",45.364167,-89.016389,success
485,Two rounds,One ship drives east,"Levers, Eryl, b. 1922?",,English| Voice,"[Continues with ""The magpie and the lark""]",,7/26/1946,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 100",,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/2R5R7ER243PS58D,485,"Madison, WI, USA",43.081309,-89.395609,success
486,Onse Gescht fu Chicago,Our guests from Chicago,"Becker, Jacob C., b. 1872?","Becker, Nicolas Edouard, 1842-1920: Lyrics| Lentz, Michel: Composer",Luxemburg| Voice,"Luxemburger| The words to this song were written by Nicholas Becker for a Luxemburger assembly at Port Washington. They came from Milwaukee and Chicago July 15, 1900. The tune is ""Ons Heemecht,"" the Luxemburg national anthem, by Michel Lentz.",,8/30/1946,Sound,Sound recording,,,ltz,,,,,Spatial: Belgium (Wis.),,,https://digital.library.wisc.edu/1711.dl/M6UP2OGH26LDN9A,486,"Belgium, WI, USA",43.500499,-87.845446,success
487,Orphan,,"Boorsma, Joe, Mrs. b. 1890?",,Voice,Dutch,,8/27/1946,Sound,Sound recording,,,dut,,,,,Spatial: Brandon (Wis.),,,https://digital.library.wisc.edu/1711.dl/272QUW3WHDC4N8E,487,"Brandon, WI, USA",43.736175,-88.781793,success
488,Ossians' serenade,,"Bundy, Winifred, b. 1884?",,Irish| Voice,"Old English or Irish| This recorder learned the song from her English mother, but because of its title believes it to be of Irish origin.| Ossian was legendary Gaelic bard and hero of the third century. His poetry was called Fenian poetry and Fenian is the name of the old inhabitants of Ireland. In Gaelic legend, the name signified one of a band of heroes forming a kind of soldiery or chivalric order. Its leader was Finn and among its more famous members were his two sons, Fergus the bard, and Ossian, who lived with a fairy 300 years and then returned to Ireland to find all his companions perished and to change from a youth to a decrepit old man when he sat foot upon his native soil. The Ossianic songs pertain to a cycle of tales and poems dealing with him and his father.| In 1762-63 James McPhearson published both rhythmic prose and poetry purporting to be a translation of the poems of Ossian and it is conceivable that this might have been taken from one of them.",,8/9/1941,Sound| Text,Sound recording,,,eng,,,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/ZBKSVW4HRWS6Z8Y,488,"Madison, WI, USA",43.081309,-89.395609,success
489,Dance calls,Over the waves,"Persons, John, b. 1859?",,Voice| Dances,Old time dance music,,8/3/1946,Sound| Text,Sound recording,,,eng,,,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/SKNVXSQC4UXAU9C,489,"Madison, WI, USA",43.081309,-89.395609,success
490,Paal pae haugen,Paul and his lost chicken,"Psalmodikon Quartet| Thompson, Elsie, b. 1866?: Soprano| Larson, Bertha, b. 1906?: Alto| Flugstad, Herbert, Mrs., b. 1901?: Tenor| Erickson, Nora, b. 1891?: Bass",,Norwegian| Psalmodikon music,Norwegian folk instrument,,5/16/1941,Sound,Sound recording,,,,,,,,Spatial: Madison (Wis.),,,https://digital.library.wisc.edu/1711.dl/CHM5HBEL77Y4Z82,490,"Madison, WI, USA",43.081309,-89.395609,success
491,Paddy Doyle and Biddy O'Toole,,"Bowlen, Charley, b. 1873?",,Irish| Voice,"Irish folk song| Included in Songs and ballads from Nova Scotia, (Creighton) and titled ""Doran's ass.""| [Bowlen was a lumberjack.]",,9/5/1940,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 293",,,,Spatial: Black River Falls (Wis.),,,https://digital.library.wisc.edu/1711.dl/AMXLPCYF62RD68V,491,"Black River Falls, WI, USA",44.300723,-90.843263,success
492,"Paddy Miles, the fisherman",,"Christian, John",,Voice,Vulgar song,,8/27/1940,Sound| Text,Sound recording,,,eng,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 264",,,,Spatial: Coloma (Wis.),,,https://digital.library.wisc.edu/1711.dl/6EPFZWBCUC7CV8A,492,"Coloma, WI, USA",44.032518,-89.52108,success
493,Pat Malone forgot that he was dead,,"Walker, Robert, b. 1883?",,Voice,Irish brogue| Song which he sang in the lumber camps.,,8/14/1941,Sound| Text,Sound recording,,,gle,"Peters, Harry B. (editor). Folk Songs out of Wisconsin. Madison : State Historical Society of Wisconsin, 1977, p. 300",,,,Spatial: Crandon (Wis.),,,https://digital.library.wisc.edu/1711.dl/4KPUCFWTCK3SM8L,493,"Crandon, WI, USA",45.568712,-88.897293,success
494,Patterns of drum beats,,"Yellow Thunder, Chief, b. 1872?",,Winnebago| Drum,Winnebago,,7/31/1946,Sound,Sound recording,,,,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/NVXBQUCREHWM48C,494,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
495,Paul paa Haugje,,"Lothe, Brithe, b. 1871?",,Norwegian| Voice,Norwegian,,8/10/1946,Sound,Sound recording,,,nor,,,,,Spatial: Milltown (Wis.),,,https://digital.library.wisc.edu/1711.dl/24PR55UT56GH58H,495,"Milltown, WI, USA",45.526651,-92.499354,success
496,Pauvre matelot,,"Maes, Desire, b. 1873?",,Belgian| Voice,"Belgian folk song| A sailor is called away on a long journey to Lost Rocks, leaving his old mother behind him. He prays that she will be spared until his return. But to his sorrow he finds, two years later, that she has passsed away.",,8/3/1941,Sound,Sound recording,,,fre,,,,,Spatial: Green Bay (Wis.),,,https://digital.library.wisc.edu/1711.dl/2KLNKQZHRU7RL9A,496,"Green Bay, WI, USA",44.517447,-87.954553,success
497,Pauvre soldat,,"Maes, Desire, b. 1873?",,Belgian| Voice| Humorous songs,"Belgian folk ballad (comic)| A young man was drafted into the army leaving a sweetheart behind him. Upon returning, two years later, he learns (to his comic disintegration) that she is a mother.| All of the songs sung by Maes were learned from his father. His father learned the greater part (especially the Belgian songs) from a blind man who sang them in the public parks of the suburbs of Paris, France. Some of the French songs were gathered from Concert Hall productions (very much like our American ""amateur hours"") in which the natives (around Paris) would appear on the stage and sing without music or accompanimant.| Mr. Maes was a resident of Paris until age 19.",,8/3/1941,Sound,Sound recording,,,fre,,,,,Spatial: Green Bay (Wis.),,,https://digital.library.wisc.edu/1711.dl/NW4GZHCKZ5B6X8U,497,"Green Bay, WI, USA",44.517447,-87.954553,success
499,Peraidd ganodd,,Cymanfa Ganu Congregation,,Welsh| Voice| Hymns,Welsh hymn| Tune: Cwm Rhomdda (John Hughes). Hymn found in CÃ¢n a mawl #45.,,8/25/1940,Sound,Sound recording,,,wel,,,,,Spatial: Pickett (Wis.),,,https://digital.library.wisc.edu/1711.dl/2EUNJ37ACPEVQ8V,499,"Pickett, WI, USA",43.911389,-88.729722,success
500,Petit navire,Little ship,"Phaneuf, Rosa Marrisette, b. 1881?",,French-Canadian| Voice,"Canadian French| Mrs. Phaneuf's father was born in Canada, in the Deschambeau Parish in Quebec. Her mother was born in Somerset.| She learned this song from an uncle, Joe Durande, married to her mother's sister.| The people were on a boat. There were no provisions. They drew straws to see which one would be eaten. The captain cut the straws and drew the shortest one, so he was to be eaten. The song ends, ""If this song amuses you, you can start it over again.""",,8/8/1946,Sound,Sound recording,,,fre,,,,,Spatial: Somerset (Wis.),,,https://digital.library.wisc.edu/1711.dl/WW2YXG5YGG5UE87,500,"Somerset, WI, USA",45.130029,-92.676858,success
501,Peyote society songs,,"Bear Skin, John, b. 1886?: Voice| Hawkins, Lawrence, b. 1914?: Drum",,Winnwbago| Voice and drum| Society,"Winnebago| On this record, Larry Hawkins plays the drum. There are four songs sung without interruption. They are used for prayer to cure a patient.",,7/25/1946,Sound,Sound recording,,,sio,,,,,Spatial: Wisconsin Dells (Wis.),,,https://digital.library.wisc.edu/1711.dl/6UCVJXLV7H77F8N,501,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success
