ID_again,City,lat,lon,status,DC_Title,DC_Creator,DC_Description
458,"Millville, WI, USA",43.01865,-90.93917,success,Oh I'm a jolly Irishman,"Brown, Noble B., b. 1885?",Railway song
459,"Pearson, WI, USA",45.364167,-89.016389,success,"O Mary dear, go ask your mother","Jacobs, Ollie, b. 1862?",Kentucky
460,"Pearson, WI, USA",45.364167,-89.016389,success,O Mary dear,"Borusky, Pearl Jacobs, b. 1901?",Kentucky| Grandma learned this when a little girl in school. Pearl learned it from her father.| Incomplete| Duplicated of [AFS 4983 A4]
461,"Pearson, WI, USA",45.364167,-89.016389,success,"Oh Mother dear, be not severe","Borusky, Pearl Jacobs, b. 1901?",This song was called George Riley by Ollie Jacobs.
462,"Lancaster, WI, USA",42.846347,-90.707772,success,"Oh yah, ain't dat been fine","Pendleton, Minnie Plimpton, b. 1878?",German dialect
463,"Plainfield, WI, USA",44.213709,-89.494963,success,"Oh, it's about three years ago, I was digging in the sand","Moody, Lewis Winfield, b. 1865?",Civil War marching song
464,"Stevens Point, WI, USA",44.51956,-89.573683,success,Oj Gorol ci ja Gorol| W murowanej piwnicy| Czerwony pas,"Bartosz, Adam, b. 1895?","Polish mountaineer songs from the Carpathian Mountains| Mr. Bartosz came from Galacia, Austrian Poland, at the age of 19.| A. ""I am a moutaineer"". A song of yearning sung by the mountaineer who was washed by the rain, rocked by the wind, but all that worries him is his yearning for his girl friend.| B. ""In the brick cellar"" - a song and dance. In the cellar the dancers were dancing. 'Watch their feet,' one of the watchers said, 'I would dance myself if I had straight feet.' One of the dancers tore a lady's skirt so she turned around and tore his pants.| C. The red belt; the weapon behind the belt; a happy thought and free hand - these are the marks of the mountaineer.| Refrain mentions several rivers of Poland, they play for the mountaineers and the mountaineer happily sings and dances to their music. For the mountaineer there is no life but in the mountains - if Fate throws him on the plains or in the valleys, he will die of loneliness."
465,"Madison, WI, USA",43.081309,-89.395609,success,Oj pastiri| Raduj te se narodi da cu cu jete glas| Narodi nam se kralj nebeski,"TamburiÄa Quartet| EliaÅ¡, Charles, Jr.: Berdo| EliaÅ¡, Martha: Brac| EliaÅ¡, Anne: Bugaria| Filipovich, Mary: Brac",Croatian Christmas songs
466,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Oklahoma Indian welcome song,"Redhorn, Susie, b. 1866?| White Eagle, Marie, b. 1906?| Shekah, Marie, b. 1911?| White Eagle, Sanborn, b. 1891?",Sanborn White Eagle also known as Walking Blue Sky; Marie White Eagle also known as Storm Walking Woman; Susie Redhorn also known as Bringing Home the Prisoner; Marie Shekah also known as Proud Woman
467,"Port Washington, WI, USA",43.395175,-87.867334,success,Olafur rad med bjorgum frum,"Bjarnarson, Karl, Mrs.| Gudmundson, Christine","Both of these people were born in Iceland.| This song is about Olafur, a Christian, who came upon the Huldafolk (people who lived under the mountains). A woman came and made love to him, but he spurned her. A second came with a silver vessel, a third wore a beautiful gold belt about her waist. Yet a fourth came to try to win him with words, asking him to come live with them.| But not one of these was a Christian, and Olafur declared he would rather die than give up his Christianity.| A sword was thrust into his side."
468,"Verona, WI, USA",42.988199,-89.536182,success,Ã–lands tÃ¶ser,"Garfoot, Vaughn, Mrs., b. 1921?",Norwegian schottische (Accordion)| Mrs. Garfoot learned this from her father who came from Norway when he was 16.
469,"Lancaster, WI, USA",42.846347,-90.707772,success,Old Black Joe,"Richmond, Lily, b. 1862?","Negro| These songs are sung by a negress who is the last of the slaves who came to the Lancaster area of Wisconsin. They came from Missouri, near the end of the Civil War, and were pursued by the Confederates."
470,"Linden, WI, USA",42.918516,-90.274171,success,Old Dan Tucker,"Willis, Preston, b. 1882?","Early American dance-call| This is a folk-dance song, but Mr. Willis cannot remember the dance. The dancers form a ring and the verse is sung once for each new partner.| ""Old Dan Tucker was a fine old man| He washed his face in a frying pan.| He combed his hair with a wagon wheel| And he died with a toothpick in his heel.""| Cho: ""Out of the way for Old Dan Tucker| He's too late to get his supper."""
471,"Madison, WI, USA",43.081309,-89.395609,success,Old elm tree,"Bundy, Winifred, b. 1884?","Ballad| This was Miss Bundy's mother's favorite ballad, - her showpiece."
472,"Wautoma, WI, USA",44.070467,-89.28797,success,Old Hazeltine,"Taplin, Bert, b. 1854?","Lumberjack| Mr. Taplin was hired from Hazeltine's camp by Charley Gillen. Taplin was ""likkered up"" one night when he was dared to perform this song for Hazeltine himself.| ""I was in a saloon singin' while I was drunk. Along came Hazeltine - God, how I hated him - and I had to sing this song. They stood by the door, the boys, and they wouldn't let him out. He had to stay and listen. I was drunk that night - Oh God.""| Mr. Taplin composed this song with many others.| Incomplete."
473,"Monroe, WI, USA",42.597234,-89.645995,success,Old man came home again as drunk as he could be,"Dietz, Charles, b. 1871?","English| Compare with ""Three nights of experience,"" p. 232-326, Song catcher of the southern mountains, Scarsborough.| ""Dear loving wife, it's curious to see| Whose boots are in the place where mine ought to be.""| ""You old fool, etc.| It's nothing but some pudding bags my grandma gave to me.""| ""I've traveled a hundred miles or more| But spurs on pudding bags I ne'er before did see."""
474,"Dyckesville, WI, USA",44.637035,-87.767163,success,Old time dance tune,"Boulanger, Emil, b. 1868?","Belgian| Mr. Boulanger played for dances ever since he was a boy. He plays entirely by ear, and on a violin which he made himself. He was born in Dykesville (a Belgian community) and neither speaks nor understands English."
475,"Kenosha, WI, USA",42.584327,-87.841871,success,Old village clock,"Meer, Gertrude van der",Friesland dialect
476,"Monroe, WI, USA",42.597234,-89.645995,success,Old Willis is dead and in his grave lay,"Dietz, Charles, b. 1871?",English
477,"Superior, WI, USA",46.705622,-92.101588,success,Om dagen vid mit arbete,"Ostrom, John G.: Voice| Lundholm, E. H.: Piano","Swedish folk song| These songs can be found in Sveriges skÃ¶naste folkwisor och fosterlandsÃ¥snger, Chicago, 1910, Svenska-American Vorlag."
478,"Prairie du Chien, WI, USA",43.042549,-91.141425,success,On the decks of the Baltimore,"Sheehy, Patrick, b. 1874?",Mr. Sheehy learned the song when he was at sea on board the Elstimore (English ship).
479,"Black River Falls, WI, USA",44.300723,-90.843263,success,On the lake of Ponchartrain,"Perry, Frances",American| This folk tune came from the Georgia mountaineers.
480,"Antigo, WI, USA",45.142765,-89.156261,success,Once I courted a charming beauty bright,"Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song
481,"Pearson, WI, USA",45.364167,-89.016389,success,Once I courted a charming beauty bright,"Jacobs, Ollie, b. 1862?",Kentucky
482,"Antigo, WI, USA",45.142765,-89.156261,success,Once I courted a pretty little girl,"Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song
483,"Lancaster, WI, USA",42.846347,-90.707772,success,One more river,"Richmond, Lily, b. 1862?",Negro spiritual
484,"Pearson, WI, USA",45.364167,-89.016389,success,"One morning, one morning, one morning in spring","Jacobs, Ollie, b. 1862?","Kentucky| ""Mother used to think it was 'kallomaking',| or some kind of bush or tree.| Later she found out by looking through| Sharp, it was 'cow a-milking.'""| She still sings it ""kallomaking."""
485,"Madison, WI, USA",43.081309,-89.395609,success,Two rounds,"Levers, Eryl, b. 1922?","[Continues with ""The magpie and the lark""]"
486,"Belgium, WI, USA",43.500499,-87.845446,success,Onse Gescht fu Chicago,"Becker, Jacob C., b. 1872?","Luxemburger| The words to this song were written by Nicholas Becker for a Luxemburger assembly at Port Washington. They came from Milwaukee and Chicago July 15, 1900. The tune is ""Ons Heemecht,"" the Luxemburg national anthem, by Michel Lentz."
487,"Brandon, WI, USA",43.736175,-88.781793,success,Orphan,"Boorsma, Joe, Mrs. b. 1890?",Dutch
488,"Madison, WI, USA",43.081309,-89.395609,success,Ossians' serenade,"Bundy, Winifred, b. 1884?","Old English or Irish| This recorder learned the song from her English mother, but because of its title believes it to be of Irish origin.| Ossian was legendary Gaelic bard and hero of the third century. His poetry was called Fenian poetry and Fenian is the name of the old inhabitants of Ireland. In Gaelic legend, the name signified one of a band of heroes forming a kind of soldiery or chivalric order. Its leader was Finn and among its more famous members were his two sons, Fergus the bard, and Ossian, who lived with a fairy 300 years and then returned to Ireland to find all his companions perished and to change from a youth to a decrepit old man when he sat foot upon his native soil. The Ossianic songs pertain to a cycle of tales and poems dealing with him and his father.| In 1762-63 James McPhearson published both rhythmic prose and poetry purporting to be a translation of the poems of Ossian and it is conceivable that this might have been taken from one of them."
489,"Madison, WI, USA",43.081309,-89.395609,success,Dance calls,"Persons, John, b. 1859?",Old time dance music
490,"Madison, WI, USA",43.081309,-89.395609,success,Paal pae haugen,"Psalmodikon Quartet| Thompson, Elsie, b. 1866?: Soprano| Larson, Bertha, b. 1906?: Alto| Flugstad, Herbert, Mrs., b. 1901?: Tenor| Erickson, Nora, b. 1891?: Bass",Norwegian folk instrument
491,"Black River Falls, WI, USA",44.300723,-90.843263,success,Paddy Doyle and Biddy O'Toole,"Bowlen, Charley, b. 1873?","Irish folk song| Included in Songs and ballads from Nova Scotia, (Creighton) and titled ""Doran's ass.""| [Bowlen was a lumberjack.]"
492,"Coloma, WI, USA",44.032518,-89.52108,success,"Paddy Miles, the fisherman","Christian, John",Vulgar song
493,"Crandon, WI, USA",45.568712,-88.897293,success,Pat Malone forgot that he was dead,"Walker, Robert, b. 1883?",Irish brogue| Song which he sang in the lumber camps.
494,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Patterns of drum beats,"Yellow Thunder, Chief, b. 1872?",Winnebago
495,"Milltown, WI, USA",45.526651,-92.499354,success,Paul paa Haugje,"Lothe, Brithe, b. 1871?",Norwegian
496,"Green Bay, WI, USA",44.517447,-87.954553,success,Pauvre matelot,"Maes, Desire, b. 1873?","Belgian folk song| A sailor is called away on a long journey to Lost Rocks, leaving his old mother behind him. He prays that she will be spared until his return. But to his sorrow he finds, two years later, that she has passsed away."
497,"Green Bay, WI, USA",44.517447,-87.954553,success,Pauvre soldat,"Maes, Desire, b. 1873?","Belgian folk ballad (comic)| A young man was drafted into the army leaving a sweetheart behind him. Upon returning, two years later, he learns (to his comic disintegration) that she is a mother.| All of the songs sung by Maes were learned from his father. His father learned the greater part (especially the Belgian songs) from a blind man who sang them in the public parks of the suburbs of Paris, France. Some of the French songs were gathered from Concert Hall productions (very much like our American ""amateur hours"") in which the natives (around Paris) would appear on the stage and sing without music or accompanimant.| Mr. Maes was a resident of Paris until age 19."
499,"Pickett, WI, USA",43.911389,-88.729722,success,Peraidd ganodd,Cymanfa Ganu Congregation,Welsh hymn| Tune: Cwm Rhomdda (John Hughes). Hymn found in CÃ¢n a mawl #45.
500,"Somerset, WI, USA",45.130029,-92.676858,success,Petit navire,"Phaneuf, Rosa Marrisette, b. 1881?","Canadian French| Mrs. Phaneuf's father was born in Canada, in the Deschambeau Parish in Quebec. Her mother was born in Somerset.| She learned this song from an uncle, Joe Durande, married to her mother's sister.| The people were on a boat. There were no provisions. They drew straws to see which one would be eaten. The captain cut the straws and drew the shortest one, so he was to be eaten. The song ends, ""If this song amuses you, you can start it over again."""
501,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Peyote society songs,"Bear Skin, John, b. 1886?: Voice| Hawkins, Lawrence, b. 1914?: Drum","Winnebago| On this record, Larry Hawkins plays the drum. There are four songs sung without interruption. They are used for prayer to cure a patient."
502,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Peyote songs,"Hawkins, Lawrence, b. 1914?: Voice| Hawkins, Lawrence, b. 1914?: Rattle| Bear Skin, Reuben, b. 1921?: Drum","Native American Church| These are old melodies, with words in the Sioux language - perhaps 100 years. They are songs of the Native American Church, which believes in Christ and God. There are four songs in succession:| 1. Jesus is the only way| 2. God, have pity on me, I am a sinner, I'll repent my sin.| 3. Comanche doctoring song| 4. Sioux Indian quilling song when the song is over - ""Jesus made a road for you. You will be saved."""
503,"Crandon, WI, USA",45.568712,-88.897293,success,Pickled Jew,"Walker, Robert, b. 1883?",Lumberjack| Learned it from an Irishman in the camps. Mr. Walker says it must have been an Irishman who thought it up.
504,"Milwaukee, WI, USA",43.063146,-87.948334,success,Piesn wieczorna,"Pokora, Stasia","Polish| This song uses a melody by Poland's famous composer, StanisÅ‚aus Moniuszko. It tells of the crops in the fields ripening, and the mother preparing the evening meal. The young folks come home from the fields, and when the mother asks why more has not been harvested, they give the usual excuses that young people would give, such as; the day was too beautiful, the hands were too tired, etc."
505,"Rice Lake, WI, USA",45.503769,-91.740829,success,Pig schottische,"Rindlisbacher, Otto, b. 1901?",Lumberjack| Lumberjack dance music| An example of lumberjack humor.
506,"Rice Lake, WI, USA",45.503769,-91.740829,success,Pinery boy,"Rindlisbacher, Otto, Mrs., b. 1901?","Lumberjack song| Played on the so-called Viking cello, an adaptation of the lumberjack pitchfork cello.| See Rickaby Ballads and songs of the shanty boy, p. 85."
507,"Sheboygan, WI, USA",43.756279,-87.723689,success,Plaukia Nemunelis,"Aldakauskas, Mary| Hidde, Walter, Mrs.",Lithuanian
509,"Monroe, WI, USA",42.597234,-89.645995,success,Play party games,"Dietz, Charles, b. 1871?","English| Extra verses [to King William was King James' son]:| Now on the carpet you must kneel| As sure as the grass grows in the field.| Salute your bride and kiss her sweet,| And then arise upon your feet.| Now you're married, you must be good,| So split your wife some kindling wood.| Split it fine and carry it in;| Then she'll let you kiss her again."
511,"Hancock, WI, USA",44.13365,-89.521554,success,Please Mr. Bartender,"Silsbe, Gene, b. 1880?",Temperence song
512,"Prairie du Chien, WI, USA",43.042549,-91.141425,success,Pod naÅ¡ima okny,"McClure, George, Mrs., b. 1906?| Doser, Mayme, b. 1906?","Bohemian| Story of song:| Underneath our window, the water is running,| Will you water the horse my fair maid?| I can't water him because I am afraid - I am too little.| Underneath our window the petals fell off the rose| Tell me my dear is the weight of the world on your shoulders,| No, not that, but I would weep - my heart aches so.| Under the window grows an olive tree.| Tell me who comes to see you.| No one comes to my house - everybody shuns me because I am poor."
513,"Prairie du Chien, WI, USA",43.042549,-91.141425,success,Pod naÅ¡ima okny,"Stevens, Frank, Mrs., b. 1886?","Bohemian| Story of song:| Underneath our window, the water is running,| Will you water the horse my fair maid?| I can't water him because I am afraid - I am too little.| Underneath our window the petals fell off the rose| Tell me my dear is the weight of the world on your shoulders,| No, not that, but I would weep - my heart aches so.| Under the window grows an olive tree.| Tell me who comes to see you.| No one comes to my house - everybody shuns me because I am poor."
514,"Yuba, WI, USA",43.535455,-90.426785,success,Polka,"Bohemian Band| Stanek, Otto: Clarinet| Stanek, Wencil: Clarinet| McGilvery, George: Cornet| Tydrich, William: Cornet| Stanek, Anton: Horn| Rott, Nick: Trombone| Rott, Martin: Baritone| Stanek, Alfred: Tuba",Bohemian| This band has played for 40 years.
515,"Madison, WI, USA",43.081309,-89.395609,success,Polka,"Quisling, Dagny Veum, b. 1871?",Norwegian folk instrument| Played on Hardanger violin.
516,"Platteville, WI, USA",42.736625,-90.470909,success,Pompey is dead and laid in his grave,"Richards, Dora",Cornish folk song.| Miss Richards is of Cornish descent on both sides of the family. The song was learned from her mother who in turn received it from her mother. It is thought to come from England. Ancestors were early settlers in Mineral Point.
517,"Mukwonago, WI, USA",42.862336,-88.323693,success,Poor Rose of Lucerne,"Lobdell, Hamilton, b. 1854?",Immigrant song
518,"Yuba, WI, USA",43.535455,-90.426785,success,Popelka polka,"Bohemian Band| Stanek, Otto: Clarinet| Stanek, Wencil: Clarinet| McGilvery, George: Cornet| Tydrich, William: Cornet| Stanek, Anton: Horn| Rott, Nick: Trombone| Rott, Martin: Baritone| Stanek, Alfred: Tuba",Bohemian
520,,,,empty,Poulette grise,"Starr, Morton Hull, Mrs.",Canadian French| Play song.
521,"Schofield, WI, USA",44.918498,-89.609749,success,Prayer meeting time in the hollow,"Gordon, Bessie, b. 1901?",Sentimental ballad| Has known it for years and years. Learned it from her mother.
522,"Millville, WI, USA",43.01865,-90.93917,success,Preacher went a-hunting,"Brown, Noble B., b. 1885?",American ballad
523,"Lancaster, WI, USA",42.846347,-90.707772,success,Pretty Polly,"Richmond, Lily, b. 1862?","Negro| These songs are sung by a negress who is the last of the slaves who came to the Lancaster area of Wisconsin. They came from Missouri, near the end of the Civil War, and were pursued by the Confederates."
524,"Madison, WI, USA",43.081309,-89.395609,success,Pretty Polly Oliver,"Levers, Eryl, b. 1922?","As Pretty Polly Oliver lay musing in bed| A colorful fancy came into her head;| No father or mother shall make me false prove,| I'll 'list for a 'sodjer' and follow my love.'| And as she sat sighing besides his cold corse| The general rode up to her, riding on a white horse| Then Polly ups and says to him, though mortal afraid| 'Oh, sir, I'm no 'sodjer' boy, I'm nothing but a maid.'"""
525,"Sheboygan, WI, USA",43.756279,-87.723689,success,Pries pavo al toriui,"Baranoucky, Ruth| Skeris, Stell| Belekevich, Ann| Girdaukas, Edward| Aldakauskas, George| Skeris, Alexander F.| Aldakauskas, Mary| Zupancich, Agnes| Aldakauskas, Lucia| Abromaitis, John","Lithuanian| Performers, Lithuanian Group [from the Church of the Immaculate Conception]"
526,"Brandon, WI, USA",43.736175,-88.781793,success,Psalm 138,"Kok, Dick, b. 1889?",Dutch
527,"Brandon, WI, USA",43.736175,-88.781793,success,"Psalm 25, verse 2","Beest, Cornelius ter| Beest, Cornelius ter, Mrs.| Redeker, Matt, Mrs.","Dutch| ""Lord, o make to me thy ways| Through thy spirit in words known.| Teach me what they signify| Ei, where thy ways will lead."""
528,"Brandon, WI, USA",43.736175,-88.781793,success,"Psalm 25, verse 2",Alton District Mission Fest,Dutch
529,"Brandon, WI, USA",43.736175,-88.781793,success,"Psalm 42, no.1",Alton District Mission Fest,Dutch
530,"Brandon, WI, USA",43.736175,-88.781793,success,"Psalm 68, verse 10",Alton District Mission Fest,"Dutch| The last phrase was not included on the record. It is: do, re, mi, fa, mi, re, do."
531,"Brandon, WI, USA",43.736175,-88.781793,success,"Psalm 81, verse 12","Hoope, John ten, b. 1869?",Dutch| From the songs of King David
532,"Brandon, WI, USA",43.736175,-88.781793,success,"Psalm 84, verse 1",Alton District Mission Fest,Dutch
533,"Brandon, WI, USA",43.736175,-88.781793,success,"Psalm 89, verse 7","Koopmans, Joe, b. 1890?| Boer, Andrew de, b. 1887?",Dutch
534,"Rhinelander, WI, USA",45.644155,-89.400934,success,Quadrille,"Brusoe, Leizime, b. 1870?","Old time fiddler tunes| First number| Second number| Third number| Fourth number| (see record [AFS 4189 A1] for the fifth number, or breakdown)."
535,"Fort Atkinson, WI, USA",42.932551,-88.838673,success,Quadrille square-dance call,"Bicknell, Ray, b. 1866?",This is the first call of a combination of 3 calls which forms the waltz quadrille.
536,"Prairie du Chien, WI, USA",43.042549,-91.141425,success,Quand je pense Ã  mon ami,"La Bonne Valley, Virginia, b. 1864?","French-Canadian| Mrs. Valley was born in Prairie du Chien. Parents and grandparents came from Canada. She learned the song from Paul Cody, who came from Canada."
537,"Waukesha, WI, USA",43.02433,-88.244537,success,Quand j'Ã©tais chez mon pere,"Starr, Morton Hull, Mrs.","Canadian French| ""I got myself a wife, but she would not let me eat until she was through. Then she says I might come in and have the bones of the two plump geese and the three fat pigeons. 'You may have the bones. Cry if you wish,' she says, 'but I will keep on singing.'"""
538,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,"Rabbit dance, old song","Hawkins, Lawrence, b. 1914?| Hawkins, Rena, b. 1928?","The girl says, ""I am not coming just for the dance. I am coming to see you,"" (her boyfriend).| Lawrence Hawkins and Rena Hawkins are son and son's niece of Mr. Hawkins - Big Snake."
539,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Rabbit dance music,"Hawkins, James| Hawkins, James, Mrs.",World War II song.| A boy went to see a girl. When he got here every one was kissing her. That's the way it is in war.  James Hawkins alson known as Big Snake.  Mrs. Hawkins also known as Sweet Grass.
541,"Harvard, IL, USA",42.420737,-88.613519,success,Ramsey County Jail,"Coffee, Lester A., b. 1871?","Historical ballad| This was a very old song at the time Mr. Coffee learned it, when he was a very small boy."
542,"Colburn, WI, USA",45.096915,-90.988938,success,Red light saloon,"Humphries, Henry, b. 1865?",Vulgar| Third verse missing - Something like:| She said come my laddie| Let's go take a round.
543,"Coloma, WI, USA",44.032518,-89.52108,success,Red-light saloon,"Christian, John",Vulgar ballad
544,"Schofield, WI, USA",44.918498,-89.609749,success,Redlight saloon of Muskegan,"Neupert, Bill, b. 1888?",Vulgar
545,"Beloit, WI, USA",42.510674,-89.033751,success,Reginella,"Accardi, Joe, 1889-1956","Italian| This is a song of a nice girl who is in love with a Don Juan. He writes her a letter, telling her they are through."
546,"Oostburg, WI, USA",43.623074,-87.789119,success,Reislied,"Scholten, A. C. G. Gysbers, Mrs.",Dutch song| Sung from a booklet published in the Netherlands.
547,"Madison, WI, USA",43.081309,-89.395609,success,"Reite, reite","Meyer, Caspar A.,  b. 1861?","German nursery song| Mr. Meyer's mother came from Wurtemburg, his father form Baden-Baden."
548,"Millville, WI, USA",43.01865,-90.93917,success,Reuben Ranzo,"Brown, Noble B., b. 1885?","Sea chantey| Whaler's song| Mr. Brown learned this song on a freighter running from San Francisco to Falmouth, England.| The rope's bite is the middle of the coil. To splice the main brace is to issue a drink to the crew."
549,"Mukwonago, WI, USA",42.862336,-88.323693,success,Reuben Wright and Phoebe Brown,"Lobdell, Hamilton, b. 1854?",Ballad| Mr. Lobdell learned this from his brother Dwight who used to sing it at spelling school and singing school.
550,"Green Bay, WI, USA",44.517447,-87.954553,success,RÃªves de jeunesse,"Maes, Desire, b. 1873?",Belgian folk song| A love song of the Belgian children (about the dream of young folks).| The small part missing at the end of this record is but a repetition of the last two lines of the verse.
551,"Green Bay, WI, USA",44.517447,-87.954553,success,Reviens mon fils,"Maes, Desire, b. 1873?","French folk song| An old father living in the mountains of France sends his son out in the world to seek after gold. Later he begs him to return, having learned that happiness is not to be found in gold."
552,"Superior, WI, USA",46.705622,-92.101588,success,Rida ranka,"Ostrom, John G.: Voice| Lundholm, E. H.: Piano",Swedish folk song| A story of the king.
553,"Wisconsin Dells, WI, USA",43.628055,-89.771693,success,Riding song,"Redhorn, Susie, b. 1866?| White Eagle, Marie, b. 1906?| Shekah, Marie, b. 1911?| White Eagle, Sanborn, b. 1891?| Yellow Thunder, Chief, b. 1872?: Announcer",Winnebago| Chief Yellow Thunder announcing| This song is used for a joyous riding festival and is nicknamed V 8.| Sanborn White Eagle also known as Walking Blue Sky; Marie White Eagle also known as Storm Walking Woman; Susie Redhorn also known as Bringing Home the Prisoner
554,"Crandon, WI, USA",45.568712,-88.897293,success,Riley and I were chums,"Walker, Robert, b. 1883?",Irish brogue| Mr. Walker used to sing this song in the lumber camps. He has been working in the camps the most of his life.
555,"Beloit, WI, USA",42.510674,-89.033751,success,Rimpianto,"DeNoto, Mrs. b. 1922?","Italian| This folk melody has been made into a popular song. It is a song of the remembrance of smiles, love, and youthful romance."
556,"Berlin, WI, USA",43.968582,-88.952344,success,Robin,"Morgan, William Jacob, b. 1870?","American ballad| He sang this song from the verses copied down by his wife, 46 years ago. It was learned from Mrs. Mark Schackleton, of Milwaukee, who learned it from her parents who came from the East.| [2 performances]"
557,"Harvard, IL, USA",42.420737,-88.613519,success,Rock in the meadow,"Coffee, Lester A., b. 1871?",Sentimental ballad| This was a song of the late 80's.| Home-less.
558,"Lancaster, WI, USA",42.846347,-90.707772,success,Rock of ages,"Richmond, Lily, b. 1862?",Early American
559,"Kenosha, WI, USA",42.584327,-87.841871,success,Roeijersliet,"Meer, Gertrude van der","Friesland| Finske folkswize, P.J. Troelstra, #40."
560,"Waukesha, WI, USA",43.02433,-88.244537,success,Roi a fait battre tambour,"Starr, Morton Hull, Mrs.","French Canadian| The king is reviewing his ladies, and notices a beautiful girl. He asks his aide who she is, and learns she is the aide's wife. The king tells him he can do much for him if he may have the lady. The aide comes to his wife, who is filled with shame.| The queen is jealous and sends poisoned lilies. The girl, thinking they are from her lover, breathes their poison and dies.| This is a ballad of the 16th century. It was forbidden in France by an edict, because it reflected on royalty. The song was brought to Canada where it could be sung without fear."
561,"Denmark, WI, USA",44.348556,-87.831168,success,Roselil,"Utoft, Ester, b. 1922?","Danish| ""Ere the orchard grows flowers of gold on each tree| I'll love not a man, but be happy and free -""| Sir Peder smiled at the jest. When they came to the orchard, gold rings were blooming like flowers on each spray. Rosalie was perplexed; Sir Peder embraced her."
562,"Dyckesville, WI, USA",44.637035,-87.767163,success,"Rosette, c'est aujourdhui le jour","Beck, Anton de, b. 1866?",Belgian| A young girl and an old man (at least 90) marry. The match doesn't work out.
563,"Crandon, WI, USA",45.568712,-88.897293,success,Rowan County trouble,"Faulkner, Grant, b. 1870?","Kentucky feud ballad| Mr. Faulkner was living in the county next to Rowan County, Ky. when this occurred. Faulkner said, ""I knowed them (characters of this song) as well as I knowed anybody, and every word is true, Mister."""
564,"Madison, WI, USA",43.081309,-89.395609,success,Roy Neil,"Bundy, Winifred, b. 1884?",Miss Bundy's mother sang this song in her girlhood. Her mother would be 90 now.
565,"Pickett, WI, USA",43.911389,-88.729722,success,Rwy'n myn'd,"Morgan, Moses, b. 1873?",Welsh folk song| Story of the life of man-- through happiness and sorrow. Each one passes on. Some day someone will say that Moses Morgan has passed away.
566,"Rhinelander, WI, USA",45.644155,-89.400934,success,Rye waltz,"Leizime Brusoe's Orchestra| Brusoe, Leizime, b. 1870?: Violin| Wyss, Walter, b. 1911?: String bass| Olson, Emery, b. 1891?: Accordion",Old time dance music| Arrangements made by ear. Brusoe cannot read notes - McLain and Wyss are blind and the accordion player doen't use notes (although he could read).
567,"Superior, WI, USA",46.705622,-92.101588,success,"SÃ¤ kasvoit, neito kaunoinen","Hayes, Martha Leppanen: Voice| Nukala, Mamie Wirtanen: Piano","Finnish folk song| (A pretty maid was raised in her father's garden like a beautiful flower. We played together. Fate separated us, but she is always in my memory.)| This song can be found in Suomalaisia kansanlauluja I vihko, o/y Fazer, Helsinki."
568,"Lancaster, WI, USA",42.846347,-90.707772,success,Sadie Ray,"Burton, Leslie, Mrs. b. 1891?",Early American ballad
569,"Rice Lake, WI, USA",45.503769,-91.740829,success,SÃ¦tterlib,"Rindlisbacher, Otto, b. 1901?","Norwegian folk instrument| Descriptive effects include the cuckoo, call for the cows, the mooing of the cows, bird's call."
570,"Antigo, WI, USA",45.142765,-89.156261,success,Sally's in the garden,"Borusky, Pearl Jacobs, b. 1901?",Kaintuck folk song
571,"Cumberland, WI, USA",45.532863,-92.023279,success,Salve del Ciel Regina,"St. Angelo, Thomas",Hymn| Italian| The Italians at Cumberland came from the Abruzzi district.
572,"Yuba, WI, USA",43.535455,-90.426785,success,Samec galop,"Bohemian Band| Stanek, Otto: Clarinet| Stanek, Wencil: Clarinet| McGilvery, George: Cornet| Tydrich, William: Cornet| Stanek, Anton: Horn| Rott, Nick: Trombone| Rott, Martin: Baritone| Stanek, Alfred: Tuba",Bohemian
573,"Somerset, WI, USA",45.130029,-92.676858,success,Sans toi,"St. Claire, Anna, b. 1909?",Canadian French
574,"Cumberland, WI, USA",45.532863,-92.023279,success,Santa Lucia Luntana,"Degidio, Ambrose, b. 1901?",Italian| This is a modern arrangement of an old folk melody.
575,"Stevens Point, WI, USA",44.51956,-89.573683,success,Saterjentens sÃ¸ndag,"Waag, Hans M., b. 1886?","Norwegian| Came to this country when about 25. He was cantor in St. Olaf, Iowa; Scandanavia, Wis. and for the Utica Congregation in Crawford County for 18 years.| No better example of the influence of folk music upon composers could be found. Mr. Waag insisted these were folk songs. We could not refuse to record them."
576,"Madison, WI, USA",43.081309,-89.395609,success,Schottische,"Quisling, Dagny Veum, b. 1871?",Norwegian folk instrument| Played on Hardanger violin.
577,"Verona, WI, USA",42.988199,-89.536182,success,"Schottische - Oh, Susanna","Garfoot, Vaughn, Mrs., b. 1921?","Norwegian (Accordion)| Mrs. Garfoot's father, Mr. Ludwig Frederickson, is Norwegian. She learned this schottische from her father playing it on the mouth-organ. Mr. Garfoot's sisters sang the song in Norwegian as he played. Frederickson was born in Norway, and came to America when 16."
