ID_again,City,lat,lon,DC_Title
5304,"Crandon, WI, USA",45.568712,-88.897293,I am a man of pleasure and to Blackwater came
5305,"Crandon, WI, USA",45.568712,-88.897293,Sinking of the Titanic
5306,"Crandon, WI, USA",45.568712,-88.897293,Barbara Allen
5307,"Crandon, WI, USA",45.568712,-88.897293,Butcher's boy
5308,"Crandon, WI, USA",45.568712,-88.897293,Crandon ballad| Wayfaring stranger
5309,"Crandon, WI, USA",45.568712,-88.897293,Potatoes in the oven
5310,"Crandon, WI, USA",45.568712,-88.897293,I'm going from the cotton fields
5311,"Crandon, WI, USA",45.568712,-88.897293,Crandon ballad
5312,"Crandon, WI, USA",45.568712,-88.897293,Forman Monroe
5313,"Crandon, WI, USA",45.568712,-88.897293,There is a land of pleasure
5314,"Crandon, WI, USA",45.568712,-88.897293,Potatoes in the oven
5315,"Crandon, WI, USA",45.568712,-88.897293,House carpenter
5316,"Crandon, WI, USA",45.568712,-88.897293,Lost Jimmie Whalen
5317,"Crandon, WI, USA",45.568712,-88.897293,Bonnie black bess
5318,"Crandon, WI, USA",45.568712,-88.897293,Little brown bulls
5319,"Crandon, WI, USA",45.568712,-88.897293,Little brown bulls
5320,"Crandon, WI, USA",45.568712,-88.897293,Footwashing song
5321,"Crandon, WI, USA",45.568712,-88.897293,Go tell aunt Rhody
5322,"Crandon, WI, USA",45.568712,-88.897293,My soul's full of glory
5323,"Crandon, WI, USA",45.568712,-88.897293,My soul's full of glory
84101,"Crandon, WI, USA",45.568712,-88.897293,Mermaid
84102,"Crandon, WI, USA",45.568712,-88.897293,Sinking of the Cumberland
84103,"Crandon, WI, USA",45.568712,-88.897293,Custer's last charge
84104,"Crandon, WI, USA",45.568712,-88.897293,Story most lovely I'll tell
84105,"Crandon, WI, USA",45.568712,-88.897293,Story most lovely I'll tell
84106,"Crandon, WI, USA",45.568712,-88.897293,Story most lovely I'll tell
84107,"Crandon, WI, USA",45.568712,-88.897293,Lindburgh
84108,"Crandon, WI, USA",45.568712,-88.897293,Lindburgh
84109,"Crandon, WI, USA",45.568712,-88.897293,Keith and Hiles line
84110,"Crandon, WI, USA",45.568712,-88.897293,Keith and Hile line
84111,"Crandon, WI, USA",45.568712,-88.897293,Jack and joe
84112,"Crandon, WI, USA",45.568712,-88.897293,Sourwood mountain
84113,"Crandon, WI, USA",45.568712,-88.897293,Sourwood mountain
84114,"Crandon, WI, USA",45.568712,-88.897293,Boys in blue
84115,"Crandon, WI, USA",45.568712,-88.897293,Cripple creek
84116,"Crandon, WI, USA",45.568712,-88.897293,Brother Jack
84117,"Crandon, WI, USA",45.568712,-88.897293,Black sheep
84118,"Crandon, WI, USA",45.568712,-88.897293,Cruel hiss
84119,"Crandon, WI, USA",45.568712,-88.897293,Riley and I were chums
84120,"Crandon, WI, USA",45.568712,-88.897293,Pickled Jew
84201,"Crandon, WI, USA",45.568712,-88.897293,Hicks Carmichael
84202,"Crandon, WI, USA",45.568712,-88.897293,Never grow old
84203,"Crandon, WI, USA",45.568712,-88.897293,Judgment Day
84204,"Crandon, WI, USA",45.568712,-88.897293,Parting song
84205,"Crandon, WI, USA",45.568712,-88.897293,There was a rich man
84206,"Crandon, WI, USA",45.568712,-88.897293,There was a rich man
84207,"Crandon, WI, USA",45.568712,-88.897293,My parents loved me tenderly
84208,"Crandon, WI, USA",45.568712,-88.897293,Might Adley-ca-budley-fately-ca-ham-shaw
84209,"Crandon, WI, USA",45.568712,-88.897293,Roune county crew
84210,"Crandon, WI, USA",45.568712,-88.897293,"My buried friends, can I forget"
84211,"Crandon, WI, USA",45.568712,-88.897293,Lass of Mohee
84212,"Crandon, WI, USA",45.568712,-88.897293,Sweet Betsy from Pike
84213,"Crandon, WI, USA",45.568712,-88.897293,Two orphans
84214,"Crandon, WI, USA",45.568712,-88.897293,Twenty-pound bulldog
84215,"Crandon, WI, USA",45.568712,-88.897293,Lather and shave
84216,"Crandon, WI, USA",45.568712,-88.897293,When you wore a tulip
84217,"Crandon, WI, USA",45.568712,-88.897293,Battle of Antietam Creek
84218,"Crandon, WI, USA",45.568712,-88.897293,Last fierce charge
WHS06512,"Schofield, WI, USA",44.918498,-89.609749,Bessie Gordon at reed organ
WHS06513,"Schofield, WI, USA",44.918498,-89.609749,Bessie Gordon at reed organ
WHS25174,"Dodgeville, WI, USA",42.964713,-90.130774,Dr. William Reese and Helene Stratman-Thomas
WHS25175,"Rhinelander, WI, USA",45.644155,-89.400934,Emery DeNoyer
WHS25176,"Pearson, WI, USA",45.364167,-89.016389,Mrs. Ollie Jacobs and Pearl Jacobs Borusky
WHS25177,"Pearson, WI, USA",45.364167,-89.016389,Mrs. Ollie Jacobs
WHS25178,"Pearson, WI, USA",45.364167,-89.016389,Mrs. Ollie Jacobs
WHS25179,"Wisconsin, USA",44.356004,-89.466198,"Rural Crandon, Wis."
WHS25181,"Wisconsin, USA",44.356004,-89.466198,"Rural Crandon, Wis."
WHS25182,"Crandon, WI, USA",45.568712,-88.897293,Charlie Spencer and girl
WHS25183,"Madison, WI, USA",43.081309,-89.395609,Harry Dyer and Helene Stratman-Thomas
WHS25184,"Madison, WI, USA",43.081309,-89.395609,Harry Dyer and Robert Draves
WHS25185,"Madison, WI, USA",43.081309,-89.395609,Harry Dyer
WHS25186,"Stevens Point, WI, USA",44.51956,-89.573683,John Ciezczak
WHS25187,"Schofield, WI, USA",44.918498,-89.609749,Bessie Gordon at reed organ
WHS25188,"Schofield, WI, USA",44.918498,-89.609749,Bessie Gordon at reed organ
WHS25189,"Crandon, WI, USA",45.568712,-88.897293,Robert Walker
WHS25191,"Rice Lake, WI, USA",45.503769,-91.740829,"Iva Rindlisbacher, Helene Stratman-Thomas, and Lois Rindlisbacher at Swiss bells"
WHS25193,"Prairie du Chien, WI, USA",43.042549,-91.141425,Dr. J.P. Scanlan
WHS25194,"Prairie du Chien, WI, USA",43.042549,-91.141425,Albert Wachuta
WHS25195,"Brandon, WI, USA",43.736175,-88.781793,Missionfest
WHS25196,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Ho-Chunk performers
WHS25197,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Ho-Chunk boy
WHS25198,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Ho-Chunk performers
WHS25200,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Ho-Chunk man with drum
WHS25201,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Ho-Chunk woman and child
WHS25203,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Building at Wisconsin Dells
WHS25204,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Ho-Chunk performers
WHS25206,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Chief Albert Yellow Thunder
WHS25207,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Helene Stratman-Thomas with man and child
WHS25208,"Dodgeville, WI, USA",42.964713,-90.130774,Mr. and Mrs. Moody Price
WHS25209,"Berlin, WI, USA",43.968582,-88.952344,Winifred Bundy and Bill Morgan
WHS25253,"Berlin, WI, USA",43.968582,-88.952344,Winifred Bundy and Bill Morgan
WHS25258,"Somerset, WI, USA",45.130029,-92.676858,Singers
WHS25293,"Somerset, WI, USA",45.130029,-92.676858,Singer and Helene Stratman-Thomas
WHS25294,"Somerset, WI, USA",45.130029,-92.676858,Helene Stratman-Thomas
WHS25295,"Somerset, WI, USA",45.130029,-92.676858,Singer and Helene Stratman-Thomas
WHS25296,"Somerset, WI, USA",45.130029,-92.676858,Singer at mechanic shop
WHS25297,"Somerset, WI, USA",45.130029,-92.676858,Donalda La Grandeur and man
WHS25298,"Somerset, WI, USA",45.130029,-92.676858,Donalda La Grandeur and Helene Stratman-Thomas
WHS25299,"Grantsburg, WI, USA",45.777786,-92.685056,Two male singers
WHS25300,"Grantsburg, WI, USA",45.777786,-92.685056,Two men
WHS25301,"Grantsburg, WI, USA",45.777786,-92.685056,Singer and Helene Stratman-Thomas
WHS25302,"Denmark, WI, USA",44.348556,-87.831168,Helene Stratman-Thomas and two women
WHS25303,"Grantsburg, WI, USA",45.777786,-92.685056,Ruth Olson and Alice Carlson
WHS25304,"Beetown, WI, USA",42.814564,-90.861333,Lily Richmond and woman
WHS25305,"Beetown, WI, USA",42.814564,-90.861333,Lily Richmond sitting
WHS25376,"Yuba, WI, USA",43.535455,-90.426785,Yuba Bohemian Band
WHS25377,"Yuba, WI, USA",43.535455,-90.426785,"Joe Yanksy, a one-man band"
WHS25378,"Yuba, WI, USA",43.535455,-90.426785,Joe Yansky
WHS25380,"Yuba, WI, USA",43.535455,-90.426785,Robert Novak's Opera House and Dance Hall
WHS25381,"Yuba, WI, USA",43.535455,-90.426785,Mrs. and Mrs. Leo Dobbs
WHS25383,"Yuba, WI, USA",43.535455,-90.426785,Yuba band
WHS25385,"Yuba, WI, USA",43.535455,-90.426785,Otto's Tavern
WHS25386,"Yuba, WI, USA",43.535455,-90.426785,Otto's Tavern
WHS25387,"Brandon, WI, USA",43.736175,-88.781793,Missionfest
WHS25389,"Brandon, WI, USA",43.736175,-88.781793,Missionfest
WHS25390,"Brandon, WI, USA",43.736175,-88.781793,Missionfest
WHS25392,"Milwaukee, WI, USA",43.063146,-87.948334,Stasia Pokora
WHS25394,"Dyckesville, WI, USA",44.637035,-87.767163,Emil Boulanger
WHS25395,"Dyckesville, WI, USA",44.637035,-87.767163,Belgian-American performers
WHS25396,"Dyckesville, WI, USA",44.637035,-87.767163,Belgian-American singer
WHS25398,"Monroe, WI, USA",42.597234,-89.645995,Charles Dietz and Helene Stratman-Thomas
WHS25399,"Wisconsin, USA",44.356004,-89.466198,Man with pipe
WHS25401,"Wisconsin, USA",44.356004,-89.466198,Men on flat-bed trailer
WHS25403,"Wisconsin, USA",44.356004,-89.466198,Group near car
WHS25404,"Wisconsin, USA",44.356004,-89.466198,Garden
WHS25405,"Wisconsin, USA",44.356004,-89.466198,View of Bluffs
WHS25406,"Wisconsin, USA",44.356004,-89.466198,Spillway at Mill Pond
WHS25407,"Mineral Point, WI, USA",42.861946,-90.184484,Man at T. Richard Merchant Tailor Shop
WHS25408,"Almond, WI, USA",44.261405,-89.408716,Singer and interviewer
WHS25409,"Milltown, WI, USA",45.526651,-92.499354,Mrs. Brithe Lothe and Mrs. Hannah Haug
WHS25410,"Oostburg, WI, USA",43.623074,-87.789119,Mrs. A. C. G. Gysbers Scholten
WHS25411,"Wisconsin, USA",44.356004,-89.466198,Asher Treat
WHS25412,"Dyckesville, WI, USA",44.637035,-87.767163,Violin maker in Dyckesville
WHS25413,"Rice Lake, WI, USA",45.503769,-91.740829,Otto Rindlisbacher with violin
WHS25414,"Port Washington, WI, USA",43.395175,-87.867334,Karl Bjarnarson
WHS25415,"Dodgeville, WI, USA",42.964713,-90.130774,"Moody Price, Helene Stratman-Thomas, and others"
WHS25416,"Rice Lake, WI, USA",45.503769,-91.740829,Otto Rindlisbacher and accordion
WHS25417,"Wisconsin Dells, WI, USA",43.628055,-89.771693,Roi Clearwater with drum and flute
WHS25418,"New Glarus, WI, USA",42.813394,-89.634998,"Albert Mueller, his mother and Robert Draves"
WHS25419,"Marion, WI, USA",44.673553,-88.889653,Charles Robinson and man
WHS25420,"Wisconsin, USA",44.356004,-89.466198,Folk singer with pipe
